origin_iso,origin_name,origin_region_name,destination_iso,destination_name,destination_region_name,countryflow_2014,countryflow_2015
GR,Greece,ESRA Mediterranean,PT,Portugal,ESRA Mediterranean,48,45
GR,Greece,ESRA Mediterranean,RO,Romania,ESRA East,1714,1746
GR,Greece,ESRA Mediterranean,RS,Serbia,ESRA East,1832,1752
GR,Greece,ESRA Mediterranean,SE,Sweden,ESRA North-West,3082,3156
GR,Greece,ESRA Mediterranean,SI,Slovenia,ESRA East,286,337
GR,Greece,ESRA Mediterranean,SK,Slovakia,ESRA East,487,627
GR,Greece,ESRA Mediterranean,TR,Turkey,ESRA Mediterranean,4568,5093
GR,Greece,ESRA Mediterranean,UA,Ukraine,ESRA East,1202,900
HR,Croatia,ESRA East,AL,Albania,ESRA East,12,13
HR,Croatia,ESRA East,AM,Armenia,Other Europe,1,1
HR,Croatia,ESRA East,AT,Austria,ESRA North-West,3025,3011
HR,Croatia,ESRA East,BA,Bosnia & Herzegovina,ESRA East,700,762
HR,Croatia,ESRA East,BE,Belgium,ESRA North-West,997,1165
HR,Croatia,ESRA East,BG,Bulgaria,ESRA East,26,48
HR,Croatia,ESRA East,CH,Switzerland,ESRA North-West,1591,1826
HR,Croatia,ESRA East,CY,Cyprus,ESRA Mediterranean,23,23
HR,Croatia,ESRA East,CZ,Czechia,ESRA East,639,734
HR,Croatia,ESRA East,DE,Germany,ESRA North-West,8149,8428
HR,Croatia,ESRA East,DK,Denmark,ESRA North-West,723,626
HR,Croatia,ESRA East,EE,Estonia,Other Europe,36,55
HR,Croatia,ESRA East,ES,Spain,ESRA Mediterranean,733,935
HR,Croatia,ESRA East,FI,Finland,ESRA North-West,347,406
HR,Croatia,ESRA East,FO,Faroe Islands,ESRA North-West,1,1
HR,Croatia,ESRA East,FR,France,ESRA North-West,2437,2553
HR,Croatia,ESRA East,GB,United Kingdom,ESRA North-West,3886,3928
HR,Croatia,ESRA East,GE,Georgia,Other Europe,5,1
HR,Croatia,ESRA East,GR,Greece,ESRA Mediterranean,280,360
HR,Croatia,ESRA East,HR,Croatia,ESRA East,9647,9208
HR,Croatia,ESRA East,HU,Hungary,ESRA East,430,163
HR,Croatia,ESRA East,IE,Ireland,ESRA North-West,298,338
HR,Croatia,ESRA East,IT,Italy,ESRA Mediterranean,2127,2280
HR,Croatia,ESRA East,LT,Lithuania,Other Europe,27,9
HR,Croatia,ESRA East,LU,Luxembourg,ESRA North-West,35,54
HR,Croatia,ESRA East,LV,Latvia,Other Europe,40,84
HR,Croatia,ESRA East,MD,Moldova,ESRA East,6,4
HR,Croatia,ESRA East,MK,Macedonia,ESRA East,407,416
HR,Croatia,ESRA East,MT,Malta,ESRA Mediterranean,34,29
HR,Croatia,ESRA East,NL,Netherlands,ESRA North-West,804,1078
HR,Croatia,ESRA East,NO,Norway,ESRA North-West,1048,845
HR,Croatia,ESRA East,PL,Poland,ESRA East,495,309
HR,Croatia,ESRA East,PT,Portugal,ESRA Mediterranean,99,90
HR,Croatia,ESRA East,RO,Romania,ESRA East,39,27
HR,Croatia,ESRA East,RS,Serbia,ESRA East,806,1420
HR,Croatia,ESRA East,SE,Sweden,ESRA North-West,937,893
HR,Croatia,ESRA East,SI,Slovenia,ESRA East,178,247
HR,Croatia,ESRA East,SK,Slovakia,ESRA East,168,225
HR,Croatia,ESRA East,TR,Turkey,ESRA Mediterranean,831,798
HR,Croatia,ESRA East,UA,Ukraine,ESRA East,88,89
HU,Hungary,ESRA East,AL,Albania,ESRA East,11,3
HU,Hungary,ESRA East,AM,Armenia,Other Europe,0,1
HU,Hungary,ESRA East,AT,Austria,ESRA North-West,1932,1818
HU,Hungary,ESRA East,BA,Bosnia & Herzegovina,ESRA East,30,30
HU,Hungary,ESRA East,BE,Belgium,ESRA North-West,2026,2176
HU,Hungary,ESRA East,BG,Bulgaria,ESRA East,161,114
HU,Hungary,ESRA East,CH,Switzerland,ESRA North-West,1578,1556
HU,Hungary,ESRA East,CY,Cyprus,ESRA Mediterranean,169,173
HU,Hungary,ESRA East,CZ,Czechia,ESRA East,1094,1032
HU,Hungary,ESRA East,DE,Germany,ESRA North-West,8268,8271
HU,Hungary,ESRA East,DK,Denmark,ESRA North-West,542,720
HU,Hungary,ESRA East,EE,Estonia,Other Europe,3,4
HU,Hungary,ESRA East,ES,Spain,ESRA Mediterranean,1267,1695
HU,Hungary,ESRA East,FI,Finland,ESRA North-West,840,878
HU,Hungary,ESRA East,FO,Faroe Islands,ESRA North-West,0,3
HU,Hungary,ESRA East,FR,France,ESRA North-West,2215,2622
HU,Hungary,ESRA East,GB,United Kingdom,ESRA North-West,5279,5798
HU,Hungary,ESRA East,GE,Georgia,Other Europe,32,107
HU,Hungary,ESRA East,GI,Gibraltar,Other Europe,0,1
HU,Hungary,ESRA East,GR,Greece,ESRA Mediterranean,639,927
HU,Hungary,ESRA East,HR,Croatia,ESRA East,450,152
HU,Hungary,ESRA East,HU,Hungary,ESRA East,281,363
HU,Hungary,ESRA East,IE,Ireland,ESRA North-West,595,616
HU,Hungary,ESRA East,IT,Italy,ESRA Mediterranean,2773,3380
HU,Hungary,ESRA East,LT,Lithuania,Other Europe,15,10
HU,Hungary,ESRA East,LU,Luxembourg,ESRA North-West,201,160
HU,Hungary,ESRA East,LV,Latvia,Other Europe,218,162
HU,Hungary,ESRA East,MD,Moldova,ESRA East,5,3
HU,Hungary,ESRA East,MK,Macedonia,ESRA East,25,13
HU,Hungary,ESRA East,MT,Malta,ESRA Mediterranean,208,218
HU,Hungary,ESRA East,NL,Netherlands,ESRA North-West,2189,2128
HU,Hungary,ESRA East,NO,Norway,ESRA North-West,426,487
HU,Hungary,ESRA East,PL,Poland,ESRA East,1541,1659
HU,Hungary,ESRA East,PT,Portugal,ESRA Mediterranean,347,416
HU,Hungary,ESRA East,RO,Romania,ESRA East,1998,1988
HU,Hungary,ESRA East,RS,Serbia,ESRA East,737,776
HU,Hungary,ESRA East,SE,Sweden,ESRA North-West,975,1211
HU,Hungary,ESRA East,SI,Slovenia,ESRA East,43,47
HU,Hungary,ESRA East,SK,Slovakia,ESRA East,112,154
HU,Hungary,ESRA East,TR,Turkey,ESRA Mediterranean,1869,2265
HU,Hungary,ESRA East,UA,Ukraine,ESRA East,382,342
IE,Ireland,ESRA North-West,AL,Albania,ESRA East,0,1
IE,Ireland,ESRA North-West,AM,Armenia,Other Europe,1,0
IE,Ireland,ESRA North-West,AT,Austria,ESRA North-West,488,474
IE,Ireland,ESRA North-West,BA,Bosnia & Herzegovina,ESRA East,0,5
IE,Ireland,ESRA North-West,BE,Belgium,ESRA North-West,1949,2381
IE,Ireland,ESRA North-West,BG,Bulgaria,ESRA East,99,124
IE,Ireland,ESRA North-West,CH,Switzerland,ESRA North-West,1311,1444
IE,Ireland,ESRA North-West,CY,Cyprus,ESRA Mediterranean,4,5
IE,Ireland,ESRA North-West,CZ,Czechia,ESRA East,573,686
IE,Ireland,ESRA North-West,DE,Germany,ESRA North-West,6550,7031
IE,Ireland,ESRA North-West,DK,Denmark,ESRA North-West,1115,1244
IE,Ireland,ESRA North-West,EE,Estonia,Other Europe,21,45
IE,Ireland,ESRA North-West,ES,Spain,ESRA Mediterranean,10046,10635
IE,Ireland,ESRA North-West,FI,Finland,ESRA North-West,76,292
IE,Ireland,ESRA North-West,FO,Faroe Islands,ESRA North-West,4,0
IE,Ireland,ESRA North-West,FR,France,ESRA North-West,7858,8297
IE,Ireland,ESRA North-West,GB,United Kingdom,ESRA North-West,55989,57058
IE,Ireland,ESRA North-West,GE,Georgia,Other Europe,2,2
IE,Ireland,ESRA North-West,GI,Gibraltar,Other Europe,1,3
IE,Ireland,ESRA North-West,GR,Greece,ESRA Mediterranean,314,373
IE,Ireland,ESRA North-West,HR,Croatia,ESRA East,296,329
IE,Ireland,ESRA North-West,HU,Hungary,ESRA East,591,615
IE,Ireland,ESRA North-West,IE,Ireland,ESRA North-West,5365,5240
IE,Ireland,ESRA North-West,IT,Italy,ESRA Mediterranean,3511,4128
IE,Ireland,ESRA North-West,LT,Lithuania,Other Europe,539,516
IE,Ireland,ESRA North-West,LU,Luxembourg,ESRA North-West,188,310
IE,Ireland,ESRA North-West,LV,Latvia,Other Europe,347,376
IE,Ireland,ESRA North-West,MD,Moldova,ESRA East,60,92
IE,Ireland,ESRA North-West,MK,Macedonia,ESRA East,2,1
IE,Ireland,ESRA North-West,MT,Malta,ESRA Mediterranean,190,236
IE,Ireland,ESRA North-West,NL,Netherlands,ESRA North-West,3022,3185
IE,Ireland,ESRA North-West,NO,Norway,ESRA North-West,600,617
IE,Ireland,ESRA North-West,PL,Poland,ESRA East,2738,2895
IE,Ireland,ESRA North-West,PT,Portugal,ESRA Mediterranean,2564,2586
IE,Ireland,ESRA North-West,RO,Romania,ESRA East,560,433
IE,Ireland,ESRA North-West,RS,Serbia,ESRA East,4,7
IE,Ireland,ESRA North-West,SE,Sweden,ESRA North-West,500,392
IE,Ireland,ESRA North-West,SI,Slovenia,ESRA East,5,1
IE,Ireland,ESRA North-West,SK,Slovakia,ESRA East,312,368
IE,Ireland,ESRA North-West,TR,Turkey,ESRA Mediterranean,897,986
IE,Ireland,ESRA North-West,UA,Ukraine,ESRA East,5,1
IT,Italy,ESRA Mediterranean,AL,Albania,ESRA East,4697,5251
IT,Italy,ESRA Mediterranean,AM,Armenia,Other Europe,107,13
IT,Italy,ESRA Mediterranean,AT,Austria,ESRA North-West,9006,8797
IT,Italy,ESRA Mediterranean,BA,Bosnia & Herzegovina,ESRA East,682,713
IT,Italy,ESRA Mediterranean,BE,Belgium,ESRA North-West,16289,16311
IT,Italy,ESRA Mediterranean,BG,Bulgaria,ESRA East,1668,1812
IT,Italy,ESRA Mediterranean,CH,Switzerland,ESRA North-West,15820,16145
IT,Italy,ESRA Mediterranean,CY,Cyprus,ESRA Mediterranean,305,385
IT,Italy,ESRA Mediterranean,CZ,Czechia,ESRA East,4261,4639
IT,Italy,ESRA Mediterranean,DE,Germany,ESRA North-West,62860,66117
IT,Italy,ESRA Mediterranean,DK,Denmark,ESRA North-West,4780,5276
IT,Italy,ESRA Mediterranean,EE,Estonia,Other Europe,194,258
IT,Italy,ESRA Mediterranean,ES,Spain,ESRA Mediterranean,39430,42724
IT,Italy,ESRA Mediterranean,FI,Finland,ESRA North-West,1983,2030
IT,Italy,ESRA Mediterranean,FO,Faroe Islands,ESRA North-West,8,6
IT,Italy,ESRA Mediterranean,FR,France,ESRA North-West,53728,55083
IT,Italy,ESRA Mediterranean,GB,United Kingdom,ESRA North-West,48338,50399
IT,Italy,ESRA Mediterranean,GE,Georgia,Other Europe,135,122
IT,Italy,ESRA Mediterranean,GI,Gibraltar,Other Europe,12,9
IT,Italy,ESRA Mediterranean,GR,Greece,ESRA Mediterranean,11417,12244
IT,Italy,ESRA Mediterranean,HR,Croatia,ESRA East,2161,2341
IT,Italy,ESRA Mediterranean,HU,Hungary,ESRA East,2763,3286
IT,Italy,ESRA Mediterranean,IE,Ireland,ESRA North-West,3655,4269
IT,Italy,ESRA Mediterranean,IT,Italy,ESRA Mediterranean,291062,280779
IT,Italy,ESRA Mediterranean,LT,Lithuania,Other Europe,920,955
IT,Italy,ESRA Mediterranean,LU,Luxembourg,ESRA North-West,2326,2413
IT,Italy,ESRA Mediterranean,LV,Latvia,Other Europe,982,833
IT,Italy,ESRA Mediterranean,MD,Moldova,ESRA East,1486,1675
IT,Italy,ESRA Mediterranean,MK,Macedonia,ESRA East,459,592
IT,Italy,ESRA Mediterranean,MT,Malta,ESRA Mediterranean,3288,3694
IT,Italy,ESRA Mediterranean,NL,Netherlands,ESRA North-West,15403,16658
IT,Italy,ESRA Mediterranean,NO,Norway,ESRA North-West,1913,1348
IT,Italy,ESRA Mediterranean,PL,Poland,ESRA East,5901,6240
IT,Italy,ESRA Mediterranean,PT,Portugal,ESRA Mediterranean,5826,6713
IT,Italy,ESRA Mediterranean,RO,Romania,ESRA East,8806,10112
IT,Italy,ESRA Mediterranean,RS,Serbia,ESRA East,2741,2251
IT,Italy,ESRA Mediterranean,SE,Sweden,ESRA North-West,2857,2805
IT,Italy,ESRA Mediterranean,SI,Slovenia,ESRA East,200,327
IT,Italy,ESRA Mediterranean,SJ,Svalbard & Jan Mayen,ESRA North-West,1,0
IT,Italy,ESRA Mediterranean,SK,Slovakia,ESRA East,907,962
IT,Italy,ESRA Mediterranean,TR,Turkey,ESRA Mediterranean,9190,10350
IT,Italy,ESRA Mediterranean,UA,Ukraine,ESRA East,2143,1270
LT,Lithuania,Other Europe,AL,Albania,ESRA East,1,1
LT,Lithuania,Other Europe,AM,Armenia,Other Europe,2,3
LT,Lithuania,Other Europe,AT,Austria,ESRA North-West,386,402
LT,Lithuania,Other Europe,BA,Bosnia & Herzegovina,ESRA East,0,4
LT,Lithuania,Other Europe,BE,Belgium,ESRA North-West,579,575
LT,Lithuania,Other Europe,BG,Bulgaria,ESRA East,113,90
LT,Lithuania,Other Europe,CH,Switzerland,ESRA North-West,32,39
LT,Lithuania,Other Europe,CY,Cyprus,ESRA Mediterranean,121,139
LT,Lithuania,Other Europe,CZ,Czechia,ESRA East,215,46
LT,Lithuania,Other Europe,DE,Germany,ESRA North-West,2006,1978
LT,Lithuania,Other Europe,DK,Denmark,ESRA North-West,1681,1879
LT,Lithuania,Other Europe,EE,Estonia,Other Europe,955,647
LT,Lithuania,Other Europe,ES,Spain,ESRA Mediterranean,558,741
LT,Lithuania,Other Europe,FI,Finland,ESRA North-West,752,785
LT,Lithuania,Other Europe,FR,France,ESRA North-West,548,491
LT,Lithuania,Other Europe,GB,United Kingdom,ESRA North-West,2309,2553
LT,Lithuania,Other Europe,GE,Georgia,Other Europe,81,96
LT,Lithuania,Other Europe,GR,Greece,ESRA Mediterranean,293,301
LT,Lithuania,Other Europe,HR,Croatia,ESRA East,30,7
LT,Lithuania,Other Europe,HU,Hungary,ESRA East,12,15
LT,Lithuania,Other Europe,IE,Ireland,ESRA North-West,535,518
LT,Lithuania,Other Europe,IT,Italy,ESRA Mediterranean,924,963
LT,Lithuania,Other Europe,LT,Lithuania,Other Europe,949,1200
LT,Lithuania,Other Europe,LU,Luxembourg,ESRA North-West,8,5
LT,Lithuania,Other Europe,LV,Latvia,Other Europe,2202,2290
LT,Lithuania,Other Europe,MD,Moldova,ESRA East,5,4
LT,Lithuania,Other Europe,MK,Macedonia,ESRA East,3,0
LT,Lithuania,Other Europe,MT,Malta,ESRA Mediterranean,72,73
LT,Lithuania,Other Europe,NL,Netherlands,ESRA North-West,354,575
LT,Lithuania,Other Europe,NO,Norway,ESRA North-West,1072,1204
LT,Lithuania,Other Europe,PL,Poland,ESRA East,1729,1734
LT,Lithuania,Other Europe,PT,Portugal,ESRA Mediterranean,11,15
LT,Lithuania,Other Europe,RO,Romania,ESRA East,12,6
LT,Lithuania,Other Europe,RS,Serbia,ESRA East,13,7
LT,Lithuania,Other Europe,SE,Sweden,ESRA North-West,760,1066
LT,Lithuania,Other Europe,SI,Slovenia,ESRA East,7,1
LT,Lithuania,Other Europe,SJ,Svalbard & Jan Mayen,ESRA North-West,1,0
LT,Lithuania,Other Europe,SK,Slovakia,ESRA East,9,15
LT,Lithuania,Other Europe,TR,Turkey,ESRA Mediterranean,681,804
LT,Lithuania,Other Europe,UA,Ukraine,ESRA East,590,664
LU,Luxembourg,ESRA North-West,AL,Albania,ESRA East,4,1
LU,Luxembourg,ESRA North-West,AM,Armenia,Other Europe,24,5
LU,Luxembourg,ESRA North-West,AT,Austria,ESRA North-West,972,1014
LU,Luxembourg,ESRA North-West,BA,Bosnia & Herzegovina,ESRA East,1,2
LU,Luxembourg,ESRA North-West,BE,Belgium,ESRA North-West,191,178
LU,Luxembourg,ESRA North-West,BG,Bulgaria,ESRA East,107,86
LU,Luxembourg,ESRA North-West,CH,Switzerland,ESRA North-West,2229,2184
LU,Luxembourg,ESRA North-West,CY,Cyprus,ESRA Mediterranean,10,17
LU,Luxembourg,ESRA North-West,CZ,Czechia,ESRA East,33,31
LU,Luxembourg,ESRA North-West,DE,Germany,ESRA North-West,5347,5565
LU,Luxembourg,ESRA North-West,DK,Denmark,ESRA North-West,1031,977
LU,Luxembourg,ESRA North-West,EE,Estonia,Other Europe,3,3
LU,Luxembourg,ESRA North-West,ES,Spain,ESRA Mediterranean,1966,1950
LU,Luxembourg,ESRA North-West,FI,Finland,ESRA North-West,20,26
LU,Luxembourg,ESRA North-West,FR,France,ESRA North-West,2719,2799
LU,Luxembourg,ESRA North-West,GB,United Kingdom,ESRA North-West,3294,3227
LU,Luxembourg,ESRA North-West,GE,Georgia,Other Europe,107,102
LU,Luxembourg,ESRA North-West,GI,Gibraltar,Other Europe,1,3
LU,Luxembourg,ESRA North-West,GR,Greece,ESRA Mediterranean,229,254
LU,Luxembourg,ESRA North-West,HR,Croatia,ESRA East,36,58
LU,Luxembourg,ESRA North-West,HU,Hungary,ESRA East,15,14
LU,Luxembourg,ESRA North-West,IE,Ireland,ESRA North-West,189,318
LU,Luxembourg,ESRA North-West,IT,Italy,ESRA Mediterranean,2278,2354
LU,Luxembourg,ESRA North-West,LT,Lithuania,Other Europe,3,6
LU,Luxembourg,ESRA North-West,LU,Luxembourg,ESRA North-West,37,53
LU,Luxembourg,ESRA North-West,LV,Latvia,Other Europe,5,6
LU,Luxembourg,ESRA North-West,MD,Moldova,ESRA East,1,0
LU,Luxembourg,ESRA North-West,MK,Macedonia,ESRA East,3,3
LU,Luxembourg,ESRA North-West,MT,Malta,ESRA Mediterranean,37,36
LU,Luxembourg,ESRA North-West,NL,Netherlands,ESRA North-West,1389,1370
LU,Luxembourg,ESRA North-West,NO,Norway,ESRA North-West,22,8
LU,Luxembourg,ESRA North-West,PL,Poland,ESRA East,46,38
LU,Luxembourg,ESRA North-West,PT,Portugal,ESRA Mediterranean,1360,1520
LU,Luxembourg,ESRA North-West,RO,Romania,ESRA East,10,17
LU,Luxembourg,ESRA North-West,RS,Serbia,ESRA East,14,21
LU,Luxembourg,ESRA North-West,SE,Sweden,ESRA North-West,199,326
LU,Luxembourg,ESRA North-West,SI,Slovenia,ESRA East,2,11
LU,Luxembourg,ESRA North-West,SK,Slovakia,ESRA East,7,19
LU,Luxembourg,ESRA North-West,TR,Turkey,ESRA Mediterranean,536,578
LU,Luxembourg,ESRA North-West,UA,Ukraine,ESRA East,12,16
LV,Latvia,Other Europe,AL,Albania,ESRA East,1,0
LV,Latvia,Other Europe,AM,Armenia,Other Europe,1,3
LV,Latvia,Other Europe,AT,Austria,ESRA North-West,666,631
LV,Latvia,Other Europe,BE,Belgium,ESRA North-West,685,1096
LV,Latvia,Other Europe,BG,Bulgaria,ESRA East,115,97
LV,Latvia,Other Europe,CH,Switzerland,ESRA North-West,337,467
LV,Latvia,Other Europe,CY,Cyprus,ESRA Mediterranean,81,73
LV,Latvia,Other Europe,CZ,Czechia,ESRA East,349,388
LV,Latvia,Other Europe,DE,Germany,ESRA North-West,3721,4074
LV,Latvia,Other Europe,DK,Denmark,ESRA North-West,1429,1514
LV,Latvia,Other Europe,EE,Estonia,Other Europe,1749,1878
LV,Latvia,Other Europe,ES,Spain,ESRA Mediterranean,432,379
LV,Latvia,Other Europe,FI,Finland,ESRA North-West,2775,2630
LV,Latvia,Other Europe,FR,France,ESRA North-West,904,891
LV,Latvia,Other Europe,GB,United Kingdom,ESRA North-West,2224,2490
LV,Latvia,Other Europe,GE,Georgia,Other Europe,156,157
LV,Latvia,Other Europe,GR,Greece,ESRA Mediterranean,214,295
LV,Latvia,Other Europe,HR,Croatia,ESRA East,41,76
LV,Latvia,Other Europe,HU,Hungary,ESRA East,212,159
LV,Latvia,Other Europe,IE,Ireland,ESRA North-West,346,373
LV,Latvia,Other Europe,IT,Italy,ESRA Mediterranean,981,845
LV,Latvia,Other Europe,LT,Lithuania,Other Europe,2187,2267
LV,Latvia,Other Europe,LU,Luxembourg,ESRA North-West,6,7
LV,Latvia,Other Europe,LV,Latvia,Other Europe,245,217
LV,Latvia,Other Europe,MD,Moldova,ESRA East,89,65
LV,Latvia,Other Europe,MK,Macedonia,ESRA East,3,2
LV,Latvia,Other Europe,MT,Malta,ESRA Mediterranean,45,34
LV,Latvia,Other Europe,NL,Netherlands,ESRA North-West,846,819
LV,Latvia,Other Europe,NO,Norway,ESRA North-West,2021,1945
LV,Latvia,Other Europe,PL,Poland,ESRA East,1078,1230
LV,Latvia,Other Europe,PT,Portugal,ESRA Mediterranean,5,12
LV,Latvia,Other Europe,RO,Romania,ESRA East,97,91
LV,Latvia,Other Europe,RS,Serbia,ESRA East,16,27
LV,Latvia,Other Europe,SE,Sweden,ESRA North-West,1779,2323
LV,Latvia,Other Europe,SI,Slovenia,ESRA East,4,2
LV,Latvia,Other Europe,SK,Slovakia,ESRA East,18,22
LV,Latvia,Other Europe,TR,Turkey,ESRA Mediterranean,689,613
LV,Latvia,Other Europe,UA,Ukraine,ESRA East,841,931
MD,Moldova,ESRA East,AL,Albania,ESRA East,0,3
MD,Moldova,ESRA East,AM,Armenia,Other Europe,2,1
MD,Moldova,ESRA East,AT,Austria,ESRA North-West,528,597
MD,Moldova,ESRA East,BE,Belgium,ESRA North-West,5,4
MD,Moldova,ESRA East,BG,Bulgaria,ESRA East,16,10
MD,Moldova,ESRA East,CH,Switzerland,ESRA North-West,31,41
MD,Moldova,ESRA East,CY,Cyprus,ESRA Mediterranean,68,81
MD,Moldova,ESRA East,CZ,Czechia,ESRA East,65,23
MD,Moldova,ESRA East,DE,Germany,ESRA North-West,644,648
MD,Moldova,ESRA East,DK,Denmark,ESRA North-West,3,1
MD,Moldova,ESRA East,EE,Estonia,Other Europe,1,1
MD,Moldova,ESRA East,ES,Spain,ESRA Mediterranean,67,128
MD,Moldova,ESRA East,FI,Finland,ESRA North-West,1,1
MD,Moldova,ESRA East,FR,France,ESRA North-West,150,176
MD,Moldova,ESRA East,GB,United Kingdom,ESRA North-West,121,163
MD,Moldova,ESRA East,GE,Georgia,Other Europe,10,4
MD,Moldova,ESRA East,GR,Greece,ESRA Mediterranean,89,126
MD,Moldova,ESRA East,HR,Croatia,ESRA East,5,2
MD,Moldova,ESRA East,HU,Hungary,ESRA East,6,3
MD,Moldova,ESRA East,IE,Ireland,ESRA North-West,60,91
MD,Moldova,ESRA East,IT,Italy,ESRA Mediterranean,1486,1676
MD,Moldova,ESRA East,LT,Lithuania,Other Europe,1,8
MD,Moldova,ESRA East,LU,Luxembourg,ESRA North-West,0,1
MD,Moldova,ESRA East,LV,Latvia,Other Europe,92,66
MD,Moldova,ESRA East,MD,Moldova,ESRA East,50,31
MD,Moldova,ESRA East,MK,Macedonia,ESRA East,0,1
MD,Moldova,ESRA East,MT,Malta,ESRA Mediterranean,0,1
MD,Moldova,ESRA East,NL,Netherlands,ESRA North-West,0,2
MD,Moldova,ESRA East,NO,Norway,ESRA North-West,2,2
MD,Moldova,ESRA East,PL,Poland,ESRA East,54,104
MD,Moldova,ESRA East,PT,Portugal,ESRA Mediterranean,39,69
MD,Moldova,ESRA East,RO,Romania,ESRA East,1585,1338
MD,Moldova,ESRA East,RS,Serbia,ESRA East,11,23
MD,Moldova,ESRA East,SE,Sweden,ESRA North-West,1,4
MD,Moldova,ESRA East,SI,Slovenia,ESRA East,6,2
MD,Moldova,ESRA East,SK,Slovakia,ESRA East,8,15
MD,Moldova,ESRA East,TR,Turkey,ESRA Mediterranean,1165,1166
MD,Moldova,ESRA East,UA,Ukraine,ESRA East,562,561
MK,Macedonia,ESRA East,AL,Albania,ESRA East,5,11
MK,Macedonia,ESRA East,AT,Austria,ESRA North-West,610,599
MK,Macedonia,ESRA East,BA,Bosnia & Herzegovina,ESRA East,12,13
MK,Macedonia,ESRA East,BE,Belgium,ESRA North-West,146,159
MK,Macedonia,ESRA East,BG,Bulgaria,ESRA East,20,37
MK,Macedonia,ESRA East,CH,Switzerland,ESRA North-West,468,661
MK,Macedonia,ESRA East,CY,Cyprus,ESRA Mediterranean,7,4
MK,Macedonia,ESRA East,CZ,Czechia,ESRA East,9,6
MK,Macedonia,ESRA East,DE,Germany,ESRA North-West,713,819
MK,Macedonia,ESRA East,DK,Denmark,ESRA North-West,1,6
MK,Macedonia,ESRA East,EE,Estonia,Other Europe,0,1
MK,Macedonia,ESRA East,ES,Spain,ESRA Mediterranean,5,59
MK,Macedonia,ESRA East,FI,Finland,ESRA North-West,0,2
MK,Macedonia,ESRA East,FR,France,ESRA North-West,330,444
MK,Macedonia,ESRA East,GB,United Kingdom,ESRA North-West,232,269
MK,Macedonia,ESRA East,GE,Georgia,Other Europe,1,0
MK,Macedonia,ESRA East,GR,Greece,ESRA Mediterranean,16,44
MK,Macedonia,ESRA East,HR,Croatia,ESRA East,412,416
MK,Macedonia,ESRA East,HU,Hungary,ESRA East,29,15
MK,Macedonia,ESRA East,IE,Ireland,ESRA North-West,1,0
MK,Macedonia,ESRA East,IT,Italy,ESRA Mediterranean,460,584
MK,Macedonia,ESRA East,LT,Lithuania,Other Europe,0,1
MK,Macedonia,ESRA East,LU,Luxembourg,ESRA North-West,10,6
MK,Macedonia,ESRA East,LV,Latvia,Other Europe,2,2
MK,Macedonia,ESRA East,MD,Moldova,ESRA East,0,1
MK,Macedonia,ESRA East,MK,Macedonia,ESRA East,38,49
MK,Macedonia,ESRA East,MT,Malta,ESRA Mediterranean,1,0
MK,Macedonia,ESRA East,NL,Netherlands,ESRA North-West,222,246
MK,Macedonia,ESRA East,NO,Norway,ESRA North-West,0,54
MK,Macedonia,ESRA East,PL,Poland,ESRA East,7,13
MK,Macedonia,ESRA East,RO,Romania,ESRA East,7,11
MK,Macedonia,ESRA East,RS,Serbia,ESRA East,615,527
MK,Macedonia,ESRA East,SE,Sweden,ESRA North-West,465,561
MK,Macedonia,ESRA East,SI,Slovenia,ESRA East,443,372
MK,Macedonia,ESRA East,SK,Slovakia,ESRA East,261,256
MK,Macedonia,ESRA East,TR,Turkey,ESRA Mediterranean,1022,1052
MK,Macedonia,ESRA East,UA,Ukraine,ESRA East,5,6
MT,Malta,ESRA Mediterranean,AL,Albania,ESRA East,1,2
MT,Malta,ESRA Mediterranean,AM,Armenia,Other Europe,0,4
MT,Malta,ESRA Mediterranean,AT,Austria,ESRA North-West,435,487
MT,Malta,ESRA Mediterranean,BA,Bosnia & Herzegovina,ESRA East,2,1
MT,Malta,ESRA Mediterranean,BE,Belgium,ESRA North-West,389,475
MT,Malta,ESRA Mediterranean,BG,Bulgaria,ESRA East,55,123
MT,Malta,ESRA Mediterranean,CH,Switzerland,ESRA North-West,468,551
MT,Malta,ESRA Mediterranean,CY,Cyprus,ESRA Mediterranean,291,374
MT,Malta,ESRA Mediterranean,CZ,Czechia,ESRA East,86,68
MT,Malta,ESRA Mediterranean,DE,Germany,ESRA North-West,2263,2398
MT,Malta,ESRA Mediterranean,DK,Denmark,ESRA North-West,242,226
MT,Malta,ESRA Mediterranean,EE,Estonia,Other Europe,3,7
MT,Malta,ESRA Mediterranean,ES,Spain,ESRA Mediterranean,483,574
MT,Malta,ESRA Mediterranean,FI,Finland,ESRA North-West,0,59
MT,Malta,ESRA Mediterranean,FR,France,ESRA North-West,1666,1556
MT,Malta,ESRA Mediterranean,GB,United Kingdom,ESRA North-West,4386,4514
MT,Malta,ESRA Mediterranean,GE,Georgia,Other Europe,0,1
MT,Malta,ESRA Mediterranean,GI,Gibraltar,Other Europe,0,1
MT,Malta,ESRA Mediterranean,GR,Greece,ESRA Mediterranean,184,272
MT,Malta,ESRA Mediterranean,HR,Croatia,ESRA East,28,33
MT,Malta,ESRA Mediterranean,HU,Hungary,ESRA East,203,214
MT,Malta,ESRA Mediterranean,IE,Ireland,ESRA North-West,195,235
