origin_iso,origin_name,origin_region_name,destination_iso,destination_name,destination_region_name,countryflow_2014,countryflow_2015
DE,Germany,ESRA North-West,HU,Hungary,ESRA East,8537,8444
DE,Germany,ESRA North-West,IE,Ireland,ESRA North-West,6598,7073
DE,Germany,ESRA North-West,IT,Italy,ESRA Mediterranean,62921,65888
DE,Germany,ESRA North-West,LT,Lithuania,Other Europe,2105,2014
DE,Germany,ESRA North-West,LU,Luxembourg,ESRA North-West,5488,5703
DE,Germany,ESRA North-West,LV,Latvia,Other Europe,3723,4075
DE,Germany,ESRA North-West,MD,Moldova,ESRA East,639,646
DE,Germany,ESRA North-West,MK,Macedonia,ESRA East,691,835
DE,Germany,ESRA North-West,MT,Malta,ESRA Mediterranean,2244,2372
DE,Germany,ESRA North-West,NL,Netherlands,ESRA North-West,26608,26586
DE,Germany,ESRA North-West,NO,Norway,ESRA North-West,9340,7609
DE,Germany,ESRA North-West,PL,Poland,ESRA East,25001,26014
DE,Germany,ESRA North-West,PT,Portugal,ESRA Mediterranean,11832,13420
DE,Germany,ESRA North-West,RO,Romania,ESRA East,8913,9731
DE,Germany,ESRA North-West,RS,Serbia,ESRA East,5580,5788
DE,Germany,ESRA North-West,SE,Sweden,ESRA North-West,16422,17276
DE,Germany,ESRA North-West,SI,Slovenia,ESRA East,2422,2698
DE,Germany,ESRA North-West,SJ,Svalbard & Jan Mayen,ESRA North-West,12,14
DE,Germany,ESRA North-West,SK,Slovakia,ESRA East,737,1002
DE,Germany,ESRA North-West,TR,Turkey,ESRA Mediterranean,49625,54146
DE,Germany,ESRA North-West,UA,Ukraine,ESRA East,4209,3619
DK,Denmark,ESRA North-West,AL,Albania,ESRA East,1,4
DK,Denmark,ESRA North-West,AM,Armenia,Other Europe,1,1
DK,Denmark,ESRA North-West,AT,Austria,ESRA North-West,2175,1652
DK,Denmark,ESRA North-West,BA,Bosnia & Herzegovina,ESRA East,110,27
DK,Denmark,ESRA North-West,BE,Belgium,ESRA North-West,3486,4073
DK,Denmark,ESRA North-West,BG,Bulgaria,ESRA East,247,305
DK,Denmark,ESRA North-West,CH,Switzerland,ESRA North-West,3333,3119
DK,Denmark,ESRA North-West,CY,Cyprus,ESRA Mediterranean,206,159
DK,Denmark,ESRA North-West,CZ,Czechia,ESRA East,1016,1133
DK,Denmark,ESRA North-West,DE,Germany,ESRA North-West,19184,20021
DK,Denmark,ESRA North-West,DK,Denmark,ESRA North-West,34014,34345
DK,Denmark,ESRA North-West,EE,Estonia,Other Europe,1027,1046
DK,Denmark,ESRA North-West,ES,Spain,ESRA Mediterranean,7971,7969
DK,Denmark,ESRA North-West,FI,Finland,ESRA North-West,4141,3588
DK,Denmark,ESRA North-West,FO,Faroe Islands,ESRA North-West,980,1016
DK,Denmark,ESRA North-West,FR,France,ESRA North-West,6027,6175
DK,Denmark,ESRA North-West,GB,United Kingdom,ESRA North-West,13996,15258
DK,Denmark,ESRA North-West,GE,Georgia,Other Europe,4,4
DK,Denmark,ESRA North-West,GI,Gibraltar,Other Europe,7,7
DK,Denmark,ESRA North-West,GR,Greece,ESRA Mediterranean,2501,2675
DK,Denmark,ESRA North-West,HR,Croatia,ESRA East,727,630
DK,Denmark,ESRA North-West,HU,Hungary,ESRA East,546,737
DK,Denmark,ESRA North-West,IE,Ireland,ESRA North-West,1110,1251
DK,Denmark,ESRA North-West,IT,Italy,ESRA Mediterranean,4800,5275
DK,Denmark,ESRA North-West,LT,Lithuania,Other Europe,1685,1872
DK,Denmark,ESRA North-West,LU,Luxembourg,ESRA North-West,1035,977
DK,Denmark,ESRA North-West,LV,Latvia,Other Europe,1431,1506
DK,Denmark,ESRA North-West,MD,Moldova,ESRA East,1,1
DK,Denmark,ESRA North-West,MK,Macedonia,ESRA East,5,6
DK,Denmark,ESRA North-West,MT,Malta,ESRA Mediterranean,243,224
DK,Denmark,ESRA North-West,NL,Netherlands,ESRA North-West,6942,7256
DK,Denmark,ESRA North-West,NO,Norway,ESRA North-West,18758,17893
DK,Denmark,ESRA North-West,PL,Poland,ESRA East,4348,4595
DK,Denmark,ESRA North-West,PT,Portugal,ESRA Mediterranean,1125,954
DK,Denmark,ESRA North-West,RO,Romania,ESRA East,179,184
DK,Denmark,ESRA North-West,RS,Serbia,ESRA East,504,470
DK,Denmark,ESRA North-West,SE,Sweden,ESRA North-West,12462,12768
DK,Denmark,ESRA North-West,SI,Slovenia,ESRA East,184,183
DK,Denmark,ESRA North-West,SJ,Svalbard & Jan Mayen,ESRA North-West,3,3
DK,Denmark,ESRA North-West,SK,Slovakia,ESRA East,15,9
DK,Denmark,ESRA North-West,TR,Turkey,ESRA Mediterranean,3927,4067
DK,Denmark,ESRA North-West,UA,Ukraine,ESRA East,25,16
EE,Estonia,Other Europe,AL,Albania,ESRA East,0,1
EE,Estonia,Other Europe,AM,Armenia,Other Europe,0,1
EE,Estonia,Other Europe,AT,Austria,ESRA North-West,53,262
EE,Estonia,Other Europe,BA,Bosnia & Herzegovina,ESRA East,2,0
EE,Estonia,Other Europe,BE,Belgium,ESRA North-West,431,485
EE,Estonia,Other Europe,BG,Bulgaria,ESRA East,77,81
EE,Estonia,Other Europe,CH,Switzerland,ESRA North-West,32,37
EE,Estonia,Other Europe,CY,Cyprus,ESRA Mediterranean,6,17
EE,Estonia,Other Europe,CZ,Czechia,ESRA East,16,12
EE,Estonia,Other Europe,DE,Germany,ESRA North-West,1224,1519
EE,Estonia,Other Europe,DK,Denmark,ESRA North-West,1029,1049
EE,Estonia,Other Europe,EE,Estonia,Other Europe,2354,2826
EE,Estonia,Other Europe,ES,Spain,ESRA Mediterranean,212,214
EE,Estonia,Other Europe,FI,Finland,ESRA North-West,2833,2720
EE,Estonia,Other Europe,FO,Faroe Islands,ESRA North-West,0,1
EE,Estonia,Other Europe,FR,France,ESRA North-West,171,426
EE,Estonia,Other Europe,GB,United Kingdom,ESRA North-West,514,503
EE,Estonia,Other Europe,GE,Georgia,Other Europe,3,3
EE,Estonia,Other Europe,GR,Greece,ESRA Mediterranean,81,114
EE,Estonia,Other Europe,HR,Croatia,ESRA East,38,51
EE,Estonia,Other Europe,HU,Hungary,ESRA East,4,6
EE,Estonia,Other Europe,IE,Ireland,ESRA North-West,25,46
EE,Estonia,Other Europe,IT,Italy,ESRA Mediterranean,192,274
EE,Estonia,Other Europe,LT,Lithuania,Other Europe,999,656
EE,Estonia,Other Europe,LU,Luxembourg,ESRA North-West,2,8
EE,Estonia,Other Europe,LV,Latvia,Other Europe,1749,1872
EE,Estonia,Other Europe,MD,Moldova,ESRA East,1,1
EE,Estonia,Other Europe,MT,Malta,ESRA Mediterranean,2,7
EE,Estonia,Other Europe,NL,Netherlands,ESRA North-West,691,721
EE,Estonia,Other Europe,NO,Norway,ESRA North-West,957,1022
EE,Estonia,Other Europe,PL,Poland,ESRA East,620,649
EE,Estonia,Other Europe,PT,Portugal,ESRA Mediterranean,74,9
EE,Estonia,Other Europe,RO,Romania,ESRA East,2,1
EE,Estonia,Other Europe,RS,Serbia,ESRA East,4,10
EE,Estonia,Other Europe,SE,Sweden,ESRA North-West,1551,1856
EE,Estonia,Other Europe,SI,Slovenia,ESRA East,5,8
EE,Estonia,Other Europe,SK,Slovakia,ESRA East,5,2
EE,Estonia,Other Europe,TR,Turkey,ESRA Mediterranean,571,701
EE,Estonia,Other Europe,UA,Ukraine,ESRA East,273,314
ES,Spain,ESRA Mediterranean,AL,Albania,ESRA East,4,3
ES,Spain,ESRA Mediterranean,AM,Armenia,Other Europe,14,9
ES,Spain,ESRA Mediterranean,AT,Austria,ESRA North-West,5676,5931
ES,Spain,ESRA Mediterranean,BA,Bosnia & Herzegovina,ESRA East,5,9
ES,Spain,ESRA Mediterranean,BE,Belgium,ESRA North-West,19535,20789
ES,Spain,ESRA Mediterranean,BG,Bulgaria,ESRA East,1068,1050
ES,Spain,ESRA Mediterranean,CH,Switzerland,ESRA North-West,17162,17750
ES,Spain,ESRA Mediterranean,CY,Cyprus,ESRA Mediterranean,71,65
ES,Spain,ESRA Mediterranean,CZ,Czechia,ESRA East,2509,2736
ES,Spain,ESRA Mediterranean,DE,Germany,ESRA North-West,83112,83117
ES,Spain,ESRA Mediterranean,DK,Denmark,ESRA North-West,7908,7920
ES,Spain,ESRA Mediterranean,EE,Estonia,Other Europe,209,211
ES,Spain,ESRA Mediterranean,ES,Spain,ESRA Mediterranean,337705,348014
ES,Spain,ESRA Mediterranean,FI,Finland,ESRA North-West,4502,4085
ES,Spain,ESRA Mediterranean,FO,Faroe Islands,ESRA North-West,23,36
ES,Spain,ESRA Mediterranean,FR,France,ESRA North-West,50608,54570
ES,Spain,ESRA Mediterranean,GB,United Kingdom,ESRA North-West,113193,114391
ES,Spain,ESRA Mediterranean,GE,Georgia,Other Europe,5,9
ES,Spain,ESRA Mediterranean,GI,Gibraltar,Other Europe,85,98
ES,Spain,ESRA Mediterranean,GR,Greece,ESRA Mediterranean,1610,1933
ES,Spain,ESRA Mediterranean,HR,Croatia,ESRA East,722,926
ES,Spain,ESRA Mediterranean,HU,Hungary,ESRA East,1247,1655
ES,Spain,ESRA Mediterranean,IE,Ireland,ESRA North-West,10072,10615
ES,Spain,ESRA Mediterranean,IT,Italy,ESRA Mediterranean,39399,42742
ES,Spain,ESRA Mediterranean,LT,Lithuania,Other Europe,549,727
ES,Spain,ESRA Mediterranean,LU,Luxembourg,ESRA North-West,2001,1889
ES,Spain,ESRA Mediterranean,LV,Latvia,Other Europe,428,383
ES,Spain,ESRA Mediterranean,MD,Moldova,ESRA East,58,127
ES,Spain,ESRA Mediterranean,MK,Macedonia,ESRA East,3,56
ES,Spain,ESRA Mediterranean,MT,Malta,ESRA Mediterranean,482,575
ES,Spain,ESRA Mediterranean,NL,Netherlands,ESRA North-West,19979,21034
ES,Spain,ESRA Mediterranean,NO,Norway,ESRA North-West,9360,8504
ES,Spain,ESRA Mediterranean,PL,Poland,ESRA East,4447,5374
ES,Spain,ESRA Mediterranean,PT,Portugal,ESRA Mediterranean,20290,21352
ES,Spain,ESRA Mediterranean,RO,Romania,ESRA East,3779,4045
ES,Spain,ESRA Mediterranean,RS,Serbia,ESRA East,204,230
ES,Spain,ESRA Mediterranean,SE,Sweden,ESRA North-West,8880,8825
ES,Spain,ESRA Mediterranean,SI,Slovenia,ESRA East,75,46
ES,Spain,ESRA Mediterranean,SK,Slovakia,ESRA East,350,507
ES,Spain,ESRA Mediterranean,TR,Turkey,ESRA Mediterranean,4699,5077
ES,Spain,ESRA Mediterranean,UA,Ukraine,ESRA East,931,593
FI,Finland,ESRA North-West,AL,Albania,ESRA East,1,6
FI,Finland,ESRA North-West,AM,Armenia,Other Europe,2,1
FI,Finland,ESRA North-West,AT,Austria,ESRA North-West,873,854
FI,Finland,ESRA North-West,BE,Belgium,ESRA North-West,1377,1497
FI,Finland,ESRA North-West,BG,Bulgaria,ESRA East,128,122
FI,Finland,ESRA North-West,CH,Switzerland,ESRA North-West,1756,2074
FI,Finland,ESRA North-West,CY,Cyprus,ESRA Mediterranean,115,106
FI,Finland,ESRA North-West,CZ,Czechia,ESRA East,900,964
FI,Finland,ESRA North-West,DE,Germany,ESRA North-West,8190,7997
FI,Finland,ESRA North-West,DK,Denmark,ESRA North-West,4142,3610
FI,Finland,ESRA North-West,EE,Estonia,Other Europe,2844,2728
FI,Finland,ESRA North-West,ES,Spain,ESRA Mediterranean,4460,4090
FI,Finland,ESRA North-West,FI,Finland,ESRA North-West,46326,44455
FI,Finland,ESRA North-West,FO,Faroe Islands,ESRA North-West,1,3
FI,Finland,ESRA North-West,FR,France,ESRA North-West,2480,2524
FI,Finland,ESRA North-West,GB,United Kingdom,ESRA North-West,4514,4667
FI,Finland,ESRA North-West,GE,Georgia,Other Europe,3,2
FI,Finland,ESRA North-West,GR,Greece,ESRA Mediterranean,1103,1175
FI,Finland,ESRA North-West,HR,Croatia,ESRA East,343,404
FI,Finland,ESRA North-West,HU,Hungary,ESRA East,835,869
FI,Finland,ESRA North-West,IE,Ireland,ESRA North-West,78,297
FI,Finland,ESRA North-West,IT,Italy,ESRA Mediterranean,1994,2038
FI,Finland,ESRA North-West,LT,Lithuania,Other Europe,765,789
FI,Finland,ESRA North-West,LU,Luxembourg,ESRA North-West,14,13
FI,Finland,ESRA North-West,LV,Latvia,Other Europe,2776,2631
FI,Finland,ESRA North-West,MD,Moldova,ESRA East,2,3
FI,Finland,ESRA North-West,MT,Malta,ESRA Mediterranean,2,57
FI,Finland,ESRA North-West,NL,Netherlands,ESRA North-West,1888,1899
FI,Finland,ESRA North-West,NO,Norway,ESRA North-West,2439,2235
FI,Finland,ESRA North-West,PL,Poland,ESRA East,1301,1434
FI,Finland,ESRA North-West,PT,Portugal,ESRA Mediterranean,458,403
FI,Finland,ESRA North-West,RO,Romania,ESRA East,10,13
FI,Finland,ESRA North-West,RS,Serbia,ESRA East,10,3
FI,Finland,ESRA North-West,SE,Sweden,ESRA North-West,14792,14564
FI,Finland,ESRA North-West,SI,Slovenia,ESRA East,122,131
FI,Finland,ESRA North-West,SJ,Svalbard & Jan Mayen,ESRA North-West,1,1
FI,Finland,ESRA North-West,SK,Slovakia,ESRA East,9,15
FI,Finland,ESRA North-West,TR,Turkey,ESRA Mediterranean,1893,2015
FI,Finland,ESRA North-West,UA,Ukraine,ESRA East,286,292
FO,Faroe Islands,ESRA North-West,BE,Belgium,ESRA North-West,1,3
FO,Faroe Islands,ESRA North-West,BG,Bulgaria,ESRA East,1,0
FO,Faroe Islands,ESRA North-West,CH,Switzerland,ESRA North-West,2,2
FO,Faroe Islands,ESRA North-West,DE,Germany,ESRA North-West,5,4
FO,Faroe Islands,ESRA North-West,DK,Denmark,ESRA North-West,991,1019
FO,Faroe Islands,ESRA North-West,EE,Estonia,Other Europe,0,2
FO,Faroe Islands,ESRA North-West,ES,Spain,ESRA Mediterranean,23,37
FO,Faroe Islands,ESRA North-West,FI,Finland,ESRA North-West,2,2
FO,Faroe Islands,ESRA North-West,FO,Faroe Islands,ESRA North-West,3,2
FO,Faroe Islands,ESRA North-West,FR,France,ESRA North-West,3,8
FO,Faroe Islands,ESRA North-West,GB,United Kingdom,ESRA North-West,58,106
FO,Faroe Islands,ESRA North-West,HR,Croatia,ESRA East,1,0
FO,Faroe Islands,ESRA North-West,HU,Hungary,ESRA East,1,2
FO,Faroe Islands,ESRA North-West,IE,Ireland,ESRA North-West,3,0
FO,Faroe Islands,ESRA North-West,IT,Italy,ESRA Mediterranean,8,6
FO,Faroe Islands,ESRA North-West,LU,Luxembourg,ESRA North-West,1,0
FO,Faroe Islands,ESRA North-West,NO,Norway,ESRA North-West,185,186
FO,Faroe Islands,ESRA North-West,PL,Poland,ESRA East,2,1
FO,Faroe Islands,ESRA North-West,RO,Romania,ESRA East,0,3
FO,Faroe Islands,ESRA North-West,RS,Serbia,ESRA East,1,0
FO,Faroe Islands,ESRA North-West,SE,Sweden,ESRA North-West,7,1
FR,France,ESRA North-West,AL,Albania,ESRA East,43,249
FR,France,ESRA North-West,AM,Armenia,Other Europe,278,183
FR,France,ESRA North-West,AT,Austria,ESRA North-West,6601,6654
FR,France,ESRA North-West,BA,Bosnia & Herzegovina,ESRA East,142,144
FR,France,ESRA North-West,BE,Belgium,ESRA North-West,16096,16136
FR,France,ESRA North-West,BG,Bulgaria,ESRA East,953,1004
FR,France,ESRA North-West,CH,Switzerland,ESRA North-West,26788,25892
FR,France,ESRA North-West,CY,Cyprus,ESRA Mediterranean,523,487
FR,France,ESRA North-West,CZ,Czechia,ESRA East,4632,4724
FR,France,ESRA North-West,DE,Germany,ESRA North-West,58496,57643
FR,France,ESRA North-West,DK,Denmark,ESRA North-West,6063,6181
FR,France,ESRA North-West,EE,Estonia,Other Europe,159,422
FR,France,ESRA North-West,ES,Spain,ESRA Mediterranean,50557,54435
FR,France,ESRA North-West,FI,Finland,ESRA North-West,2473,2497
FR,France,ESRA North-West,FO,Faroe Islands,ESRA North-West,4,5
FR,France,ESRA North-West,FR,France,ESRA North-West,375746,371757
FR,France,ESRA North-West,GB,United Kingdom,ESRA North-West,67458,66889
FR,France,ESRA North-West,GE,Georgia,Other Europe,77,54
FR,France,ESRA North-West,GI,Gibraltar,Other Europe,38,38
FR,France,ESRA North-West,GR,Greece,ESRA Mediterranean,7884,8704
FR,France,ESRA North-West,HR,Croatia,ESRA East,2395,2466
FR,France,ESRA North-West,HU,Hungary,ESRA East,2237,2584
FR,France,ESRA North-West,IE,Ireland,ESRA North-West,7884,8349
FR,France,ESRA North-West,IT,Italy,ESRA Mediterranean,53824,55093
FR,France,ESRA North-West,LT,Lithuania,Other Europe,539,470
FR,France,ESRA North-West,LU,Luxembourg,ESRA North-West,2822,2940
FR,France,ESRA North-West,LV,Latvia,Other Europe,915,880
FR,France,ESRA North-West,MD,Moldova,ESRA East,154,183
FR,France,ESRA North-West,MK,Macedonia,ESRA East,331,440
FR,France,ESRA North-West,MT,Malta,ESRA Mediterranean,1838,1703
FR,France,ESRA North-West,NL,Netherlands,ESRA North-West,17634,18845
FR,France,ESRA North-West,NO,Norway,ESRA North-West,4150,3905
FR,France,ESRA North-West,PL,Poland,ESRA East,5203,5508
FR,France,ESRA North-West,PT,Portugal,ESRA Mediterranean,20006,21288
FR,France,ESRA North-West,RO,Romania,ESRA East,3054,3440
FR,France,ESRA North-West,RS,Serbia,ESRA East,2357,2522
FR,France,ESRA North-West,SE,Sweden,ESRA North-West,5450,5156
FR,France,ESRA North-West,SI,Slovenia,ESRA East,792,783
FR,France,ESRA North-West,SJ,Svalbard & Jan Mayen,ESRA North-West,10,8
FR,France,ESRA North-West,SK,Slovakia,ESRA East,321,389
FR,France,ESRA North-West,TR,Turkey,ESRA Mediterranean,10853,11468
FR,France,ESRA North-West,UA,Ukraine,ESRA East,1599,1569
GB,United Kingdom,ESRA North-West,AL,Albania,ESRA East,246,311
GB,United Kingdom,ESRA North-West,AM,Armenia,Other Europe,7,6
GB,United Kingdom,ESRA North-West,AT,Austria,ESRA North-West,6880,7552
GB,United Kingdom,ESRA North-West,BA,Bosnia & Herzegovina,ESRA East,15,25
GB,United Kingdom,ESRA North-West,BE,Belgium,ESRA North-West,14550,14773
GB,United Kingdom,ESRA North-West,BG,Bulgaria,ESRA East,3312,3593
GB,United Kingdom,ESRA North-West,CH,Switzerland,ESRA North-West,30351,29465
GB,United Kingdom,ESRA North-West,CY,Cyprus,ESRA Mediterranean,6781,6920
GB,United Kingdom,ESRA North-West,CZ,Czechia,ESRA East,5660,6468
GB,United Kingdom,ESRA North-West,DE,Germany,ESRA North-West,70904,73302
GB,United Kingdom,ESRA North-West,DK,Denmark,ESRA North-West,14017,15299
GB,United Kingdom,ESRA North-West,EE,Estonia,Other Europe,509,506
GB,United Kingdom,ESRA North-West,ES,Spain,ESRA Mediterranean,113337,114703
GB,United Kingdom,ESRA North-West,FI,Finland,ESRA North-West,4503,4652
GB,United Kingdom,ESRA North-West,FO,Faroe Islands,ESRA North-West,67,107
GB,United Kingdom,ESRA North-West,FR,France,ESRA North-West,67188,66860
GB,United Kingdom,ESRA North-West,GB,United Kingdom,ESRA North-West,388478,397870
GB,United Kingdom,ESRA North-West,GE,Georgia,Other Europe,16,12
GB,United Kingdom,ESRA North-West,GI,Gibraltar,Other Europe,1557,1621
GB,United Kingdom,ESRA North-West,GR,Greece,ESRA Mediterranean,17230,18751
GB,United Kingdom,ESRA North-West,HR,Croatia,ESRA East,3849,3867
GB,United Kingdom,ESRA North-West,HU,Hungary,ESRA East,5271,5759
GB,United Kingdom,ESRA North-West,IE,Ireland,ESRA North-West,56577,57670
GB,United Kingdom,ESRA North-West,IT,Italy,ESRA Mediterranean,48586,50455
GB,United Kingdom,ESRA North-West,LT,Lithuania,Other Europe,2298,2556
GB,United Kingdom,ESRA North-West,LU,Luxembourg,ESRA North-West,3768,3789
GB,United Kingdom,ESRA North-West,LV,Latvia,Other Europe,2226,2500
GB,United Kingdom,ESRA North-West,MD,Moldova,ESRA East,115,165
GB,United Kingdom,ESRA North-West,MK,Macedonia,ESRA East,239,273
GB,United Kingdom,ESRA North-West,MT,Malta,ESRA Mediterranean,4406,4517
GB,United Kingdom,ESRA North-West,NL,Netherlands,ESRA North-West,49078,50357
GB,United Kingdom,ESRA North-West,NO,Norway,ESRA North-West,15727,14394
GB,United Kingdom,ESRA North-West,PL,Poland,ESRA East,16955,19637
GB,United Kingdom,ESRA North-West,PT,Portugal,ESRA Mediterranean,22142,23132
GB,United Kingdom,ESRA North-West,RO,Romania,ESRA East,4317,5405
GB,United Kingdom,ESRA North-West,RS,Serbia,ESRA East,943,982
GB,United Kingdom,ESRA North-West,SE,Sweden,ESRA North-West,11388,11118
GB,United Kingdom,ESRA North-West,SI,Slovenia,ESRA East,667,712
GB,United Kingdom,ESRA North-West,SJ,Svalbard & Jan Mayen,ESRA North-West,1,3
GB,United Kingdom,ESRA North-West,SK,Slovakia,ESRA East,1685,2154
GB,United Kingdom,ESRA North-West,TR,Turkey,ESRA Mediterranean,17515,17905
GB,United Kingdom,ESRA North-West,UA,Ukraine,ESRA East,1310,1222
GE,Georgia,Other Europe,AL,Albania,ESRA East,1,0
GE,Georgia,Other Europe,AM,Armenia,Other Europe,33,206
GE,Georgia,Other Europe,AT,Austria,ESRA North-West,122,120
GE,Georgia,Other Europe,BE,Belgium,ESRA North-West,9,7
GE,Georgia,Other Europe,BG,Bulgaria,ESRA East,24,24
GE,Georgia,Other Europe,CH,Switzerland,ESRA North-West,7,13
GE,Georgia,Other Europe,CY,Cyprus,ESRA Mediterranean,11,9
GE,Georgia,Other Europe,CZ,Czechia,ESRA East,43,14
GE,Georgia,Other Europe,DE,Germany,ESRA North-West,450,408
GE,Georgia,Other Europe,DK,Denmark,ESRA North-West,2,2
GE,Georgia,Other Europe,EE,Estonia,Other Europe,3,3
GE,Georgia,Other Europe,ES,Spain,ESRA Mediterranean,7,10
GE,Georgia,Other Europe,FI,Finland,ESRA North-West,4,2
GE,Georgia,Other Europe,FR,France,ESRA North-West,84,55
GE,Georgia,Other Europe,GB,United Kingdom,ESRA North-West,20,16
GE,Georgia,Other Europe,GE,Georgia,Other Europe,797,607
GE,Georgia,Other Europe,GR,Greece,ESRA Mediterranean,104,136
GE,Georgia,Other Europe,HR,Croatia,ESRA East,6,2
GE,Georgia,Other Europe,HU,Hungary,ESRA East,31,106
GE,Georgia,Other Europe,IE,Ireland,ESRA North-West,1,0
GE,Georgia,Other Europe,IT,Italy,ESRA Mediterranean,178,144
GE,Georgia,Other Europe,LT,Lithuania,Other Europe,80,96
GE,Georgia,Other Europe,LU,Luxembourg,ESRA North-West,0,1
GE,Georgia,Other Europe,LV,Latvia,Other Europe,156,156
GE,Georgia,Other Europe,MD,Moldova,ESRA East,13,3
GE,Georgia,Other Europe,MT,Malta,ESRA Mediterranean,4,1
GE,Georgia,Other Europe,NL,Netherlands,ESRA North-West,120,116
GE,Georgia,Other Europe,NO,Norway,ESRA North-West,0,3
GE,Georgia,Other Europe,PL,Poland,ESRA East,529,450
GE,Georgia,Other Europe,RO,Romania,ESRA East,26,19
GE,Georgia,Other Europe,RS,Serbia,ESRA East,6,7
GE,Georgia,Other Europe,SE,Sweden,ESRA North-West,4,2
GE,Georgia,Other Europe,SI,Slovenia,ESRA East,0,3
GE,Georgia,Other Europe,SK,Slovakia,ESRA East,7,8
GE,Georgia,Other Europe,TR,Turkey,ESRA Mediterranean,3119,3038
GE,Georgia,Other Europe,UA,Ukraine,ESRA East,1326,1119
GI,Gibraltar,Other Europe,AT,Austria,ESRA North-West,3,2
GI,Gibraltar,Other Europe,BE,Belgium,ESRA North-West,1,1
GI,Gibraltar,Other Europe,CH,Switzerland,ESRA North-West,25,24
GI,Gibraltar,Other Europe,CY,Cyprus,ESRA Mediterranean,0,1
GI,Gibraltar,Other Europe,CZ,Czechia,ESRA East,1,3
GI,Gibraltar,Other Europe,DE,Germany,ESRA North-West,5,6
GI,Gibraltar,Other Europe,DK,Denmark,ESRA North-West,5,7
GI,Gibraltar,Other Europe,ES,Spain,ESRA Mediterranean,70,95
GI,Gibraltar,Other Europe,FR,France,ESRA North-West,44,37
GI,Gibraltar,Other Europe,GB,United Kingdom,ESRA North-West,1526,1612
GI,Gibraltar,Other Europe,GI,Gibraltar,Other Europe,6,5
GI,Gibraltar,Other Europe,GR,Greece,ESRA Mediterranean,0,3
GI,Gibraltar,Other Europe,IE,Ireland,ESRA North-West,3,3
GI,Gibraltar,Other Europe,IT,Italy,ESRA Mediterranean,13,12
GI,Gibraltar,Other Europe,LU,Luxembourg,ESRA North-West,1,1
GI,Gibraltar,Other Europe,NL,Netherlands,ESRA North-West,1,1
GI,Gibraltar,Other Europe,NO,Norway,ESRA North-West,1,1
GI,Gibraltar,Other Europe,PL,Poland,ESRA East,0,1
GI,Gibraltar,Other Europe,PT,Portugal,ESRA Mediterranean,27,16
GI,Gibraltar,Other Europe,RO,Romania,ESRA East,3,0
GI,Gibraltar,Other Europe,RS,Serbia,ESRA East,0,1
GI,Gibraltar,Other Europe,SE,Sweden,ESRA North-West,2,0
GI,Gibraltar,Other Europe,SK,Slovakia,ESRA East,1,1
GR,Greece,ESRA Mediterranean,AL,Albania,ESRA East,776,874
GR,Greece,ESRA Mediterranean,AM,Armenia,Other Europe,69,122
GR,Greece,ESRA Mediterranean,AT,Austria,ESRA North-West,3590,3969
GR,Greece,ESRA Mediterranean,BA,Bosnia & Herzegovina,ESRA East,27,19
GR,Greece,ESRA Mediterranean,BE,Belgium,ESRA North-West,3312,3565
GR,Greece,ESRA Mediterranean,BG,Bulgaria,ESRA East,915,976
GR,Greece,ESRA Mediterranean,CH,Switzerland,ESRA North-West,3743,4359
GR,Greece,ESRA Mediterranean,CY,Cyprus,ESRA Mediterranean,4782,5276
GR,Greece,ESRA Mediterranean,CZ,Czechia,ESRA East,2446,2570
GR,Greece,ESRA Mediterranean,DE,Germany,ESRA North-West,18029,18483
GR,Greece,ESRA Mediterranean,DK,Denmark,ESRA North-West,2477,2671
GR,Greece,ESRA Mediterranean,EE,Estonia,Other Europe,84,114
GR,Greece,ESRA Mediterranean,ES,Spain,ESRA Mediterranean,1569,1886
GR,Greece,ESRA Mediterranean,FI,Finland,ESRA North-West,1098,1179
GR,Greece,ESRA Mediterranean,FO,Faroe Islands,ESRA North-West,0,2
GR,Greece,ESRA Mediterranean,FR,France,ESRA North-West,7986,8726
GR,Greece,ESRA Mediterranean,GB,United Kingdom,ESRA North-West,17261,18804
GR,Greece,ESRA Mediterranean,GE,Georgia,Other Europe,102,136
GR,Greece,ESRA Mediterranean,GI,Gibraltar,Other Europe,1,4
GR,Greece,ESRA Mediterranean,GR,Greece,ESRA Mediterranean,92242,99409
GR,Greece,ESRA Mediterranean,HR,Croatia,ESRA East,301,403
GR,Greece,ESRA Mediterranean,HU,Hungary,ESRA East,642,940
GR,Greece,ESRA Mediterranean,IE,Ireland,ESRA North-West,338,366
GR,Greece,ESRA Mediterranean,IT,Italy,ESRA Mediterranean,11713,12683
GR,Greece,ESRA Mediterranean,LT,Lithuania,Other Europe,289,303
GR,Greece,ESRA Mediterranean,LU,Luxembourg,ESRA North-West,216,220
GR,Greece,ESRA Mediterranean,LV,Latvia,Other Europe,218,298
GR,Greece,ESRA Mediterranean,MD,Moldova,ESRA East,98,126
GR,Greece,ESRA Mediterranean,MK,Macedonia,ESRA East,18,24
GR,Greece,ESRA Mediterranean,MT,Malta,ESRA Mediterranean,173,261
GR,Greece,ESRA Mediterranean,NL,Netherlands,ESRA North-West,4432,4641
GR,Greece,ESRA Mediterranean,NO,Norway,ESRA North-West,2488,2089
GR,Greece,ESRA Mediterranean,PL,Poland,ESRA East,3473,4046
