origin_iso,origin_name,originregion_name,destination_iso,destination_name,destinationregion_name,countryflow_2001,countryflow_2002,countryflow_2003,countryflow_2004,countryflow_2005,countryflow_2006,countryflow_2007,countryflow_2008,countryflow_2009,countryflow_2010,countryflow_2011,countryflow_2012,countryflow_2013,countryflow_2014,countryflow_2015
SE,Sweden,Eurocontrol,FR,France,Eurocontrol,6639,7061,5574,6093,5515,5891,6356,6452,4865,4747,5465,5130,5607,5435,5141
SE,Sweden,Eurocontrol,GB,United Kingdom,Eurocontrol,12797,12360,12154,12406,11876,11998,11737,11859,9634,10241,12359,11268,11929,11473,11241
SE,Sweden,Eurocontrol,GR,Greece,Eurocontrol,2444,2388,2037,0,0,2044,2072,2088,0,1961,2235,2239,2413,3055,3135
SE,Sweden,Eurocontrol,IT,Italy,Eurocontrol,2053,0,0,2802,2657,2503,2865,3176,2918,3470,3779,3106,3132,2840,2759
SE,Sweden,Eurocontrol,LV,Latvia,Eurocontrol,0,0,0,0,0,1845,2038,2189,2301,2173,2283,0,1904,0,2315
SE,Sweden,Eurocontrol,NL,Netherlands,Eurocontrol,6424,4868,4815,4757,4500,4651,4734,5613,5020,4983,5368,5450,5444,5518,5333
SE,Sweden,Eurocontrol,NO,Norway,Eurocontrol,11019,9580,9111,9710,9563,10409,9536,10250,9222,9796,10943,10385,10226,11551,10632
SE,Sweden,Eurocontrol,PL,Poland,Eurocontrol,0,0,0,1830,2020,2773,3322,3297,2965,2582,2804,3171,3465,3527,4129
SE,Sweden,Eurocontrol,RU,Russia,Asia,0,0,0,0,0,0,0,1843,0,0,0,1929,0,1917,0
SE,Sweden,Eurocontrol,SE,Sweden,Eurocontrol,200005,186882,174897,175028,168613,162704,158065,155510,144408,142537,153099,146977,148047,147135,144030
SE,Sweden,Eurocontrol,TR,Turkey,Eurocontrol,0,0,0,0,1970,0,0,2022,2089,2881,3782,4160,4845,4737,4485
SG,Singapore,Asia,DE,Germany,Eurocontrol,0,0,0,0,0,0,0,0,0,1933,2144,2025,0,0,0
SG,Singapore,Asia,GB,United Kingdom,Eurocontrol,2382,2349,2617,2838,2961,2849,2838,2905,2656,2456,2527,2647,2300,2131,2173
SI,Slovenia,Eurocontrol,AT,Austria,Eurocontrol,0,0,0,2130,2618,2110,2002,2288,2049,1965,0,1874,0,0,0
SI,Slovenia,Eurocontrol,DE,Germany,Eurocontrol,2100,2317,2491,2629,2958,2977,3174,3412,3040,2939,3050,3018,2830,2467,2667
SI,Slovenia,Eurocontrol,FR,France,Eurocontrol,0,0,0,0,0,0,1902,1905,0,0,0,0,0,0,0
SI,Slovenia,Eurocontrol,RS,Serbia,Eurocontrol,0,0,0,0,0,0,0,0,0,1870,0,0,0,0,0
SK,Slovakia,Eurocontrol,CZ,Czechia,Eurocontrol,2753,2852,3320,3441,3574,3529,4180,4378,3836,3752,3024,1907,0,1875,1908
SK,Slovakia,Eurocontrol,DE,Germany,Eurocontrol,0,0,0,0,2119,2203,2026,2299,0,0,0,0,0,0,0
SK,Slovakia,Eurocontrol,GB,United Kingdom,Eurocontrol,0,0,0,0,0,1925,2043,2979,2234,0,0,0,0,0,2138
SK,Slovakia,Eurocontrol,SK,Slovakia,Eurocontrol,2268,2877,2870,2880,3085,2475,3760,3755,4313,3228,2809,2545,2111,2075,2294
SN,Senegal,Western Africa,FR,France,Eurocontrol,0,0,2139,2073,2061,2046,1940,0,0,0,0,0,0,0,0
TH,Thailand,Asia,DE,Germany,Eurocontrol,0,0,0,1832,1926,0,2034,2066,1953,1992,1990,0,0,0,0
TJ,Tajikistan,Asia,TR,Turkey,Eurocontrol,0,0,0,0,0,0,0,0,0,0,0,0,1836,0,0
TN,Tunisia,Africa,DE,Germany,Eurocontrol,7692,5535,4689,4876,4884,4625,4457,4516,4457,4335,3081,3912,3934,4137,3025
TN,Tunisia,Africa,FR,France,Eurocontrol,12108,11290,11002,12201,12883,13456,14789,15508,15266,15768,12377,14472,12904,12106,11074
TN,Tunisia,Africa,GB,United Kingdom,Eurocontrol,1884,0,0,0,1999,2172,1983,0,0,2205,0,2099,2469,2426,0
TN,Tunisia,Africa,IT,Italy,Eurocontrol,4694,4518,4849,5153,5520,5410,5320,5035,4585,4547,2800,3514,3637,3713,2497
TR,Turkey,Eurocontrol,AE,United Arab Emirates,Middle East,0,0,0,0,0,0,1940,2481,2635,2884,2928,2841,3399,3464,3272
TR,Turkey,Eurocontrol,AT,Austria,Eurocontrol,3839,3844,3371,3914,4125,3589,3705,3879,3489,3977,4668,4623,5086,5192,5334
TR,Turkey,Eurocontrol,AZ,Azerbaijan,Asia,0,0,0,0,0,0,0,1864,2100,2466,3096,3613,4468,4302,4420
TR,Turkey,Eurocontrol,BE,Belgium,Eurocontrol,3089,2933,2839,3557,4517,4078,4394,4337,4504,4856,4994,5120,5349,5561,5504
TR,Turkey,Eurocontrol,CH,Switzerland,Eurocontrol,3073,2759,2766,3034,3499,2694,2887,3360,3591,3941,4355,4660,5108,5342,5590
TR,Turkey,Eurocontrol,CZ,Czechia,Eurocontrol,0,0,0,0,0,0,0,0,0,0,1858,1838,1869,1988,2430
TR,Turkey,Eurocontrol,DE,Germany,Eurocontrol,31246,33937,32828,35763,37365,33831,36923,38141,37724,42783,44775,45927,45812,49580,54162
TR,Turkey,Eurocontrol,DK,Denmark,Eurocontrol,0,0,0,1843,2359,2012,1947,2106,2288,2958,3481,3476,3786,3923,4071
TR,Turkey,Eurocontrol,DZ,Algeria,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,2082,2430
TR,Turkey,Eurocontrol,EG,Egypt,Middle East,0,0,0,0,0,0,0,0,1905,2482,2349,2467,3114,3208,3775
TR,Turkey,Eurocontrol,ES,Spain,Eurocontrol,0,0,0,0,0,0,1878,2205,2551,3088,3351,3384,3674,4625,5044
TR,Turkey,Eurocontrol,FI,Finland,Eurocontrol,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2111
TR,Turkey,Eurocontrol,FR,France,Eurocontrol,4951,5116,4714,5055,6042,6087,6376,6603,7122,8914,10228,10165,10265,11024,11701
TR,Turkey,Eurocontrol,GB,United Kingdom,Eurocontrol,6872,6957,7247,8766,10806,10921,12549,13682,15061,16429,15603,15178,16219,17497,17882
TR,Turkey,Eurocontrol,GE,Georgia,Eurocontrol,0,0,0,0,0,0,0,0,0,0,0,1851,2565,3143,3047
TR,Turkey,Eurocontrol,GR,Greece,Eurocontrol,0,0,0,0,2291,2247,2343,2364,2558,3124,3237,3611,4057,4601,5118
TR,Turkey,Eurocontrol,HU,Hungary,Eurocontrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2146
TR,Turkey,Eurocontrol,IL,Israel,Middle East,2740,2637,2852,2613,3034,3164,3902,4912,3776,2681,2627,2981,4566,5332,5966
TR,Turkey,Eurocontrol,IQ,Iraq,Middle East,0,0,0,0,0,0,0,0,0,0,2087,3391,4054,4676,6556
TR,Turkey,Eurocontrol,IR,Iran,Middle East,0,0,0,0,0,0,0,2017,2710,3665,4910,5622,6165,8292,9167
TR,Turkey,Eurocontrol,IT,Italy,Eurocontrol,2925,2340,2172,2296,2851,3184,3888,4218,4267,5502,6902,7319,8441,9122,10350
TR,Turkey,Eurocontrol,JO,Jordan,Middle East,0,0,0,0,0,0,0,0,0,0,0,1949,2037,2247,2367
TR,Turkey,Eurocontrol,KW,Kuwait,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,2147,2948
TR,Turkey,Eurocontrol,KZ,Kazakhstan,Asia,0,0,0,0,0,1984,2167,2449,2424,2612,3220,3318,3614,3905,3538
TR,Turkey,Eurocontrol,LB,Lebanon,Middle East,0,0,0,0,0,0,0,0,0,0,2430,2845,2852,3252,4516
TR,Turkey,Eurocontrol,LY,Libya,Africa,0,0,0,0,0,0,0,0,0,2369,0,3279,3657,3094,1945
TR,Turkey,Eurocontrol,NL,Netherlands,Eurocontrol,5318,6179,6399,7996,8597,7078,6826,6704,6819,7823,8247,8531,9363,9684,9632
TR,Turkey,Eurocontrol,NO,Norway,Eurocontrol,0,0,0,0,0,0,0,0,0,1858,2377,2711,2868,2347,2386
TR,Turkey,Eurocontrol,PL,Poland,Eurocontrol,0,0,0,0,0,0,0,2142,2285,2402,2654,2341,2318,2714,2830
TR,Turkey,Eurocontrol,QA,Qatar,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,1960,3001
TR,Turkey,Eurocontrol,RO,Romania,Eurocontrol,0,0,0,0,0,0,2159,2527,2389,2312,2657,2739,2755,2843,2868
TR,Turkey,Eurocontrol,RS,Serbia,Eurocontrol,0,0,0,0,0,0,0,0,0,0,0,2340,3109,3409,3318
TR,Turkey,Eurocontrol,RU,Russia,Asia,7150,8545,9446,11677,12722,12415,14590,16158,16213,18949,20844,20929,24072,26301,21848
TR,Turkey,Eurocontrol,SA,Saudi Arabia,Middle East,0,0,0,2216,2663,2888,3519,4253,4245,4897,6348,7264,8056,9548,10433
TR,Turkey,Eurocontrol,SE,Sweden,Eurocontrol,0,0,0,0,1967,0,0,2013,2104,2925,3790,4117,4704,4650,4393
TR,Turkey,Eurocontrol,TR,Turkey,Eurocontrol,70125,62598,62084,81432,111567,146813,161275,166857,179454,218949,251633,265007,301873,329324,359224
TR,Turkey,Eurocontrol,UA,Ukraine,Eurocontrol,2372,3090,3301,3955,4750,5519,6491,7622,6425,6791,6893,7518,8557,6410,6790
TR,Turkey,Eurocontrol,US,United States,America,0,0,0,0,0,0,0,0,0,0,1853,2372,2688,2782,3344
UA,Ukraine,Eurocontrol,AE,United Arab Emirates,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,2065,0,0
UA,Ukraine,Eurocontrol,AT,Austria,Eurocontrol,0,0,2028,2325,2672,3371,3792,4286,4028,3936,3825,3665,3500,2505,2337
UA,Ukraine,Eurocontrol,DE,Germany,Eurocontrol,0,0,0,1938,2552,3249,3357,3770,4606,5236,5314,5294,5354,4229,3684
UA,Ukraine,Eurocontrol,EG,Egypt,Middle East,0,0,0,0,0,0,2423,2997,0,2276,1869,0,1849,2155,1883
UA,Ukraine,Eurocontrol,FR,France,Eurocontrol,0,0,0,0,0,0,0,0,0,0,1832,1852,2013,0,0
UA,Ukraine,Eurocontrol,IL,Israel,Middle East,0,0,0,0,0,0,0,0,0,0,2167,2247,1992,1893,2092
UA,Ukraine,Eurocontrol,IT,Italy,Eurocontrol,0,0,0,0,0,0,1974,2027,1930,1896,1994,2160,2608,2132,0
UA,Ukraine,Eurocontrol,PL,Poland,Eurocontrol,0,0,0,0,0,0,1845,1949,1937,2138,2364,2870,2373,2650,2548
UA,Ukraine,Eurocontrol,RU,Russia,Asia,0,2232,7898,9462,9871,10541,11108,11945,11143,13959,16353,19294,21569,10728,7332
UA,Ukraine,Eurocontrol,TR,Turkey,Eurocontrol,1983,2831,3305,3983,4699,5421,6377,7472,6242,6637,6774,7213,8166,6135,6518
UA,Ukraine,Eurocontrol,UA,Ukraine,Eurocontrol,0,8636,33159,37078,34306,37311,38932,39040,31336,33004,33210,34749,31054,17385,12254
US,United States,America,AE,United Arab Emirates,Middle East,0,0,0,0,0,0,0,1904,2901,3391,4112,4268,4780,5948,7419
US,United States,America,BE,Belgium,Eurocontrol,5184,3782,3845,4102,4322,4202,4778,5411,4700,5161,5532,4901,4404,4326,4841
US,United States,America,CH,Switzerland,Eurocontrol,5931,4733,4888,4684,4880,5059,5633,5589,5416,5971,6295,6330,6385,6469,6476
US,United States,America,DE,Germany,Eurocontrol,19982,19809,21513,22835,24279,25697,27154,27560,25155,26220,27739,27286,26316,25744,25622
US,United States,America,DK,Denmark,Eurocontrol,0,0,0,0,0,1951,2160,1962,0,0,0,0,0,2314,2543
US,United States,America,ES,Spain,Eurocontrol,5091,4411,4542,4282,4201,4543,5308,6018,6444,7122,7861,7301,6969,7411,7728
US,United States,America,FR,France,Eurocontrol,17947,16690,15794,16799,17100,17032,17268,18459,17197,17126,18347,17503,17678,17653,18223
US,United States,America,GB,United Kingdom,Eurocontrol,45957,44846,44382,46586,48221,49161,51470,50451,44143,42956,45887,45856,45739,47195,49451
US,United States,America,IE,Ireland,Eurocontrol,4821,3845,4661,4629,5513,6178,6807,7249,6399,5621,5892,5417,6041,6501,7108
US,United States,America,IL,Israel,Middle East,0,0,0,0,1938,2401,2644,2761,2746,2905,2770,2667,2708,2723,2814
US,United States,America,IN,India,Asia,0,0,0,0,0,0,0,2130,1954,0,2131,0,1826,0,1845
US,United States,America,IT,Italy,Eurocontrol,7638,6906,6820,7530,7879,8360,9154,9174,7838,7743,7500,6948,6955,7838,8261
US,United States,America,NL,Netherlands,Eurocontrol,10806,10719,10925,11913,12540,11895,12337,13287,11537,11389,11993,11530,11592,11776,12395
US,United States,America,QA,Qatar,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,2069,2491
US,United States,America,RU,Russia,Asia,0,0,0,0,0,0,0,0,2038,2037,2410,2441,2621,2649,2466
US,United States,America,TR,Turkey,Eurocontrol,0,0,0,0,0,0,0,0,0,0,1847,2429,2712,2817,3407
ZA,South Africa,Africa,GB,United Kingdom,Eurocontrol,2549,2548,2739,2949,2888,2896,2934,2869,2872,2822,2811,2762,2576,2562,2521
