origin_iso,origin_name,originregion_name,destination_iso,destination_name,destinationregion_name,countryflow_2001,countryflow_2002,countryflow_2003,countryflow_2004,countryflow_2005,countryflow_2006,countryflow_2007,countryflow_2008,countryflow_2009,countryflow_2010,countryflow_2011,countryflow_2012,countryflow_2013,countryflow_2014,countryflow_2015
IT,Italy,Eurocontrol,RS,Serbia,Eurocontrol,0,0,0,1876,2342,2648,2654,2688,2340,2375,2536,2353,2375,2741,2251
IT,Italy,Eurocontrol,RU,Russia,Asia,2673,2868,3289,3624,4228,5436,7154,7502,6485,7559,8870,9640,11803,11731,9146
IT,Italy,Eurocontrol,SE,Sweden,Eurocontrol,2026,0,0,2765,2617,2481,2868,3175,2947,3468,3796,3137,3144,2857,2805
IT,Italy,Eurocontrol,TN,Tunisia,Africa,4709,4500,4827,5162,5497,5394,5326,5034,4553,4536,2794,3487,3614,3695,2472
IT,Italy,Eurocontrol,TR,Turkey,Eurocontrol,3061,2379,2090,2261,2873,3188,3936,4267,4318,5591,6980,7471,8522,9190,10350
IT,Italy,Eurocontrol,UA,Ukraine,Eurocontrol,0,0,0,0,0,0,1978,2002,1939,1895,2012,2184,2605,2143,0
IT,Italy,Eurocontrol,US,United States,America,7555,6713,6623,7347,7750,8284,9015,9144,7843,7782,7749,7175,7328,8233,8364
JO,Jordan,Middle East,TR,Turkey,Eurocontrol,0,0,0,0,0,0,0,0,0,0,1908,2056,2127,2453,2536
JP,Japan,Asia,DE,Germany,Eurocontrol,1841,1863,1846,2004,2063,2139,2171,2164,2093,2238,2459,2885,2931,3278,3430
JP,Japan,Asia,FR,France,Eurocontrol,1955,2052,2274,2545,2818,2939,2896,2749,2411,2051,2148,2194,2197,2833,2975
JP,Japan,Asia,GB,United Kingdom,Eurocontrol,2351,2354,2300,2556,2543,2218,2193,2181,0,0,0,0,0,0,0
KG,Kyrgyzstan,Asia,TR,Turkey,Eurocontrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1880
KR,South Korea,Asia,DE,Germany,Eurocontrol,0,0,0,0,0,0,0,1826,0,0,1953,0,0,0,0
KW,Kuwait,Middle East,TR,Turkey,Eurocontrol,0,0,0,0,0,0,0,0,0,0,0,0,0,2128,2876
KZ,Kazakhstan,Asia,DE,Germany,Eurocontrol,0,0,0,0,0,0,2467,2684,1973,1948,0,0,0,0,0
KZ,Kazakhstan,Asia,TR,Turkey,Eurocontrol,0,0,0,0,0,1874,1995,2296,2287,2432,3124,3188,3403,3765,3399
LB,Lebanon,Middle East,AE,United Arab Emirates,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,2768,3262,3625
LB,Lebanon,Middle East,EG,Egypt,Middle East,0,0,0,0,0,0,0,0,0,2110,0,2004,2551,2311,2417
LB,Lebanon,Middle East,TR,Turkey,Eurocontrol,0,0,0,0,0,0,0,0,0,0,2354,2854,2787,3149,4425
LT,Lithuania,Eurocontrol,DE,Germany,Eurocontrol,0,0,0,2074,2605,2662,2342,2050,0,0,0,0,0,2006,1978
LT,Lithuania,Eurocontrol,DK,Denmark,Eurocontrol,1873,0,0,1969,2535,2340,1982,2028,0,2159,0,0,0,0,1879
LT,Lithuania,Eurocontrol,GB,United Kingdom,Eurocontrol,0,0,0,0,0,0,0,0,0,0,1843,2354,2342,2309,2553
LT,Lithuania,Eurocontrol,LV,Latvia,Eurocontrol,0,0,0,0,0,0,0,0,2942,3013,2992,2705,2412,2202,2290
LU,Luxembourg,Eurocontrol,CH,Switzerland,Eurocontrol,2015,1944,1831,0,0,0,0,0,0,1910,2074,2495,2168,2229,2184
LU,Luxembourg,Eurocontrol,DE,Germany,Eurocontrol,4368,4701,3987,3873,4021,3924,4090,4800,4915,5027,5650,6030,5760,5347,5565
LU,Luxembourg,Eurocontrol,ES,Spain,Eurocontrol,1908,2389,2870,2481,2031,2084,2008,1922,0,0,1831,1832,1933,1966,1950
LU,Luxembourg,Eurocontrol,FR,France,Eurocontrol,3187,3360,3427,3288,3330,3335,2785,2531,2315,2414,2494,2618,2680,2719,2799
LU,Luxembourg,Eurocontrol,GB,United Kingdom,Eurocontrol,3912,3734,3505,3778,4222,4129,4102,3595,3075,3084,3151,3274,3723,3294,3227
LU,Luxembourg,Eurocontrol,IT,Italy,Eurocontrol,2307,2249,2297,2388,2464,2482,2336,2233,2055,1944,2146,2038,2167,2278,2354
LV,Latvia,Eurocontrol,DE,Germany,Eurocontrol,0,0,0,0,2485,2143,2856,3332,3445,3852,3857,3989,3763,3721,4074
LV,Latvia,Eurocontrol,DK,Denmark,Eurocontrol,2134,2073,2064,0,0,0,0,0,0,0,0,0,0,0,0
LV,Latvia,Eurocontrol,EE,Estonia,Eurocontrol,0,0,0,0,0,0,0,0,2111,2593,2411,2397,0,0,1878
LV,Latvia,Eurocontrol,FI,Finland,Eurocontrol,0,0,0,0,0,0,1897,2786,3286,4037,4568,3686,3194,2775,2630
LV,Latvia,Eurocontrol,GB,United Kingdom,Eurocontrol,0,0,0,0,0,1954,1880,0,0,1914,2042,0,1993,2224,2490
LV,Latvia,Eurocontrol,LT,Lithuania,Eurocontrol,0,0,0,0,0,0,0,0,2932,2957,2967,2697,2352,2187,2267
LV,Latvia,Eurocontrol,NO,Norway,Eurocontrol,0,0,0,0,0,0,0,0,0,1970,2160,2307,2335,2021,1945
LV,Latvia,Eurocontrol,RU,Russia,Asia,0,0,0,0,0,0,0,0,0,0,3186,3881,4188,4235,3662
LV,Latvia,Eurocontrol,SE,Sweden,Eurocontrol,0,0,0,0,0,1859,2045,2180,2302,2171,2288,0,1921,0,2323
LY,Libya,Africa,TR,Turkey,Eurocontrol,0,0,0,0,0,0,0,0,0,2291,0,3205,3575,3048,2028
MA,Morocco,Africa,BE,Belgium,Eurocontrol,0,0,0,1902,2336,2537,2940,2993,3294,3862,4370,4185,4548,4547,4366
MA,Morocco,Africa,DE,Germany,Eurocontrol,0,0,0,0,0,0,1848,2064,1984,2436,2627,2235,2961,2853,3294
MA,Morocco,Africa,ES,Spain,Eurocontrol,5546,5184,4827,5401,6079,5932,7650,7717,8841,9756,9259,7841,8312,8244,8402
MA,Morocco,Africa,FR,France,Eurocontrol,10705,11656,12653,13760,15579,17246,20180,20727,20600,21771,21111,20462,21613,21470,21072
MA,Morocco,Africa,GB,United Kingdom,Eurocontrol,0,0,0,0,0,2500,3433,2331,2451,3007,3328,2952,3340,4e3,4131
MA,Morocco,Africa,IT,Italy,Eurocontrol,1910,1859,1872,2034,2408,2625,3270,3582,3909,5241,4982,3905,4604,4501,4782
MA,Morocco,Africa,MA,Morocco,Africa,12542,15165,15203,14297,8102,20126,19852,21012,23022,24360,20319,16064,17240,19044,19259
MA,Morocco,Africa,NL,Netherlands,Eurocontrol,0,0,0,0,0,0,0,0,0,0,0,0,2220,2238,2148
MD,Moldova,Eurocontrol,RU,Russia,Asia,0,0,0,0,0,0,0,0,0,0,0,0,1831,2447,3883
MQ,Martinique,America,FR,France,Eurocontrol,3050,3112,2398,2716,2621,2730,2920,2840,2748,2791,2935,2914,3223,3047,3039
MT,Malta,Eurocontrol,DE,Germany,Eurocontrol,0,0,0,0,0,0,1974,2057,1931,1966,2105,2039,2206,2263,2398
MT,Malta,Eurocontrol,GB,United Kingdom,Eurocontrol,3874,3818,3968,3956,4300,3883,4202,3829,3702,3844,3934,3874,4039,4386,4514
MT,Malta,Eurocontrol,IT,Italy,Eurocontrol,2035,2010,2209,2381,2544,2676,3064,2915,2728,3352,3043,2877,3114,3455,3888
MX,Mexico,America,ES,Spain,Eurocontrol,0,0,0,0,1852,1991,1877,1926,0,1865,0,0,0,0,0
MX,Mexico,America,GB,United Kingdom,Eurocontrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1893
NG,Nigeria,Africa,GB,United Kingdom,Eurocontrol,0,0,0,0,0,0,0,1835,0,0,1845,1848,0,0,0
NL,Netherlands,Eurocontrol,AE,United Arab Emirates,Middle East,0,1950,2181,2200,2349,2237,1923,0,0,2519,2722,1964,2455,2700,2641
NL,Netherlands,Eurocontrol,AT,Austria,Eurocontrol,6048,5667,5522,4585,4171,3444,3741,4124,3660,3606,4059,4154,4084,4125,4151
NL,Netherlands,Eurocontrol,BE,Belgium,Eurocontrol,7036,5302,4777,4312,3946,4532,4362,3951,3437,3341,3535,3327,3124,3021,2912
NL,Netherlands,Eurocontrol,CA,Canada,America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2058
NL,Netherlands,Eurocontrol,CH,Switzerland,Eurocontrol,7908,7117,7244,7858,6521,6898,7129,7157,6874,6584,7388,7787,7676,7703,7534
NL,Netherlands,Eurocontrol,CN,China,Asia,0,0,0,0,0,0,1956,2192,1948,2434,2721,2943,3169,3314,3224
NL,Netherlands,Eurocontrol,CZ,Czechia,Eurocontrol,0,1914,2110,2168,2157,2282,2463,2675,2364,2479,2888,2737,2761,2791,2737
NL,Netherlands,Eurocontrol,DE,Germany,Eurocontrol,28074,25649,23368,24220,24605,28089,27706,27068,25456,24522,26291,26449,26325,26810,26883
NL,Netherlands,Eurocontrol,DK,Denmark,Eurocontrol,4940,4858,4571,4871,5054,5494,5792,5494,5253,5106,6681,6803,6982,7131,7398
NL,Netherlands,Eurocontrol,ES,Spain,Eurocontrol,14682,14862,15577,15463,15679,17663,19456,18514,16230,17468,20454,19666,19025,20261,21195
NL,Netherlands,Eurocontrol,FI,Finland,Eurocontrol,2079,0,0,1950,1963,2128,2192,2213,2168,2109,2442,1898,1854,1889,1904
NL,Netherlands,Eurocontrol,FR,France,Eurocontrol,17636,16736,16517,17317,16145,17197,18202,18644,16901,16312,17267,17295,17176,17619,19017
NL,Netherlands,Eurocontrol,GB,United Kingdom,Eurocontrol,60213,58031,51988,50549,51292,54261,56154,50677,45657,43213,46186,46524,47770,48997,50376
NL,Netherlands,Eurocontrol,GR,Greece,Eurocontrol,4883,4725,4447,4120,4069,4877,5256,4953,4347,3889,4351,3404,3684,4436,4606
NL,Netherlands,Eurocontrol,HU,Hungary,Eurocontrol,0,0,1956,2073,2323,2510,2452,2161,2099,1913,2311,2080,2274,2247,2156
NL,Netherlands,Eurocontrol,IE,Ireland,Eurocontrol,2923,2738,2866,2794,3056,3018,3090,3196,2761,2617,2952,2984,3089,3009,3190
NL,Netherlands,Eurocontrol,IT,Italy,Eurocontrol,12089,11674,12148,11967,12298,13262,14016,13663,12800,13398,14241,14624,14134,15590,16900
NL,Netherlands,Eurocontrol,MA,Morocco,Africa,0,0,0,0,0,0,0,0,0,0,0,0,2214,2223,2142
NL,Netherlands,Eurocontrol,NL,Netherlands,Eurocontrol,23428,24423,18081,18220,15349,13134,15187,15014,14372,16624,14997,12481,11037,9921,7913
NL,Netherlands,Eurocontrol,NO,Norway,Eurocontrol,5850,5911,6283,7033,6821,7430,7779,7961,7857,7580,8355,9200,9528,9657,9637
NL,Netherlands,Eurocontrol,PL,Poland,Eurocontrol,0,0,0,2001,2263,2217,2349,2397,2194,2492,2724,3206,3397,3863,4281
NL,Netherlands,Eurocontrol,PT,Portugal,Eurocontrol,3417,3662,3480,3710,3874,4195,4120,4364,3968,4109,4511,5007,5650,5551,5827
NL,Netherlands,Eurocontrol,RO,Romania,Eurocontrol,0,0,0,0,0,0,0,0,0,0,0,0,0,1917,1921
NL,Netherlands,Eurocontrol,RU,Russia,Asia,0,0,0,0,0,0,1870,2223,2236,2636,2807,2846,2648,3129,3233
NL,Netherlands,Eurocontrol,SE,Sweden,Eurocontrol,6438,4827,4686,4749,4486,4641,4794,5792,4958,5106,5552,5691,5671,5708,5516
NL,Netherlands,Eurocontrol,TR,Turkey,Eurocontrol,5261,6195,6330,7965,8515,7294,6950,6806,6853,7734,8190,8598,9428,9787,9829
NL,Netherlands,Eurocontrol,US,United States,America,11033,10984,11233,11760,12606,12109,12661,13465,11528,11082,11670,11155,11140,11128,11523
NO,Norway,Eurocontrol,BE,Belgium,Eurocontrol,0,0,0,0,0,0,0,0,0,1836,0,0,0,0,0
NO,Norway,Eurocontrol,DE,Germany,Eurocontrol,4183,4426,4905,6150,6789,8269,8561,10041,10490,10796,11489,11003,10633,9517,7842
NO,Norway,Eurocontrol,DK,Denmark,Eurocontrol,16971,18810,18495,18295,17669,18861,18698,20723,16227,16322,17192,17744,18481,18903,17955
NO,Norway,Eurocontrol,ES,Spain,Eurocontrol,3362,3673,4114,4517,4772,5397,6133,6913,5528,6608,7224,7731,9955,9304,8476
NO,Norway,Eurocontrol,FI,Finland,Eurocontrol,2214,2173,2555,2487,2180,2250,2378,2536,2412,2420,2696,2331,2482,2420,2230
NO,Norway,Eurocontrol,FR,France,Eurocontrol,3051,2953,2644,3086,3213,3420,3937,3682,3148,3438,3765,3790,4002,4145,3905
NO,Norway,Eurocontrol,GB,United Kingdom,Eurocontrol,9955,9085,9431,11306,11565,12574,12926,13247,12804,12591,13394,14100,15888,15665,14289
NO,Norway,Eurocontrol,GR,Greece,Eurocontrol,0,0,0,0,0,0,0,1939,0,1865,1973,2305,2312,2489,2077
NO,Norway,Eurocontrol,IT,Italy,Eurocontrol,0,0,0,0,0,1948,2087,2088,0,2093,1959,1946,2068,1895,0
NO,Norway,Eurocontrol,LV,Latvia,Eurocontrol,0,0,0,0,0,0,0,0,0,1963,2156,2300,2326,2011,1948
NO,Norway,Eurocontrol,NL,Netherlands,Eurocontrol,5852,5913,6272,7037,6798,7405,7767,7940,7812,7530,8366,9180,9500,9673,9652
NO,Norway,Eurocontrol,NO,Norway,Eurocontrol,264228,241664,243897,245526,248760,254837,263234,260249,254143,253317,259902,267971,268298,273512,269004
NO,Norway,Eurocontrol,PL,Poland,Eurocontrol,0,0,0,0,0,0,2256,2848,2558,3106,3222,4259,5543,5703,6685
NO,Norway,Eurocontrol,SE,Sweden,Eurocontrol,10761,9373,8905,9373,9341,10318,9504,9995,8972,9502,10495,10052,9951,11417,10613
NO,Norway,Eurocontrol,TR,Turkey,Eurocontrol,0,0,0,0,0,0,0,0,0,1842,2382,2694,2841,2344,2345
PL,Poland,Eurocontrol,AT,Austria,Eurocontrol,2925,2653,2915,3220,3139,2920,3211,3992,3504,3361,3641,3457,3129,2772,2685
PL,Poland,Eurocontrol,BE,Belgium,Eurocontrol,2272,0,0,1995,1835,2035,2443,2644,2659,2780,2779,2769,2390,2940,3691
PL,Poland,Eurocontrol,CH,Switzerland,Eurocontrol,2643,2320,2471,2540,2669,2566,2493,2553,2472,2444,2527,2459,2536,2677,2195
PL,Poland,Eurocontrol,CZ,Czechia,Eurocontrol,0,0,0,2107,2610,2484,2591,2569,2578,2870,2990,2628,2451,2582,2802
PL,Poland,Eurocontrol,DE,Germany,Eurocontrol,13986,12392,13409,17216,20732,22962,23862,26837,26102,25990,25425,26904,26899,24955,25839
PL,Poland,Eurocontrol,DK,Denmark,Eurocontrol,4723,3985,4291,4574,4023,3556,3701,3948,3507,2929,3251,4115,4315,4360,4600
PL,Poland,Eurocontrol,EG,Egypt,Middle East,0,0,0,0,0,0,1841,2956,2463,3279,2197,2760,0,0,0
PL,Poland,Eurocontrol,ES,Spain,Eurocontrol,0,0,0,0,0,1907,2426,2841,2833,3376,4150,3968,3960,4448,5316
PL,Poland,Eurocontrol,FI,Finland,Eurocontrol,0,0,0,0,0,0,0,1865,0,0,1902,0,0,0,0
PL,Poland,Eurocontrol,FR,France,Eurocontrol,3074,3057,3292,4214,5056,5847,5993,5789,5173,5195,5536,5448,5196,5369,5707
PL,Poland,Eurocontrol,GB,United Kingdom,Eurocontrol,3285,2999,3202,5256,8243,13208,16647,19320,15498,15135,14881,15805,18122,16988,19710
PL,Poland,Eurocontrol,GR,Greece,Eurocontrol,0,0,0,0,0,0,2112,2227,2311,2276,2612,2022,2361,3460,4042
PL,Poland,Eurocontrol,IE,Ireland,Eurocontrol,0,0,0,0,0,3159,5195,4169,3361,2982,2922,3023,3009,2737,2907
PL,Poland,Eurocontrol,IT,Italy,Eurocontrol,2218,2117,2727,3811,5050,6269,7124,5132,4927,5967,5509,5591,5498,5887,6321
PL,Poland,Eurocontrol,NL,Netherlands,Eurocontrol,0,0,0,2026,2256,2208,2352,2407,2185,2478,2732,3218,3397,3865,4262
PL,Poland,Eurocontrol,NO,Norway,Eurocontrol,0,0,0,0,0,0,2255,2844,2555,3095,3218,4268,5523,5701,6674
PL,Poland,Eurocontrol,PL,Poland,Eurocontrol,33462,33104,34348,35454,33616,38645,39963,39229,37007,36016,39044,47928,37459,37998,35671
PL,Poland,Eurocontrol,RU,Russia,Asia,0,0,0,0,0,0,1873,1850,0,2005,2517,2653,2526,2242,1969
PL,Poland,Eurocontrol,SE,Sweden,Eurocontrol,0,0,0,1827,2055,2804,3352,3293,2976,2595,2809,3184,3495,3536,4075
PL,Poland,Eurocontrol,TR,Turkey,Eurocontrol,0,0,0,0,0,0,0,2157,2282,2405,2650,2304,2330,2706,2832
PL,Poland,Eurocontrol,UA,Ukraine,Eurocontrol,0,0,0,0,0,0,1841,1948,1940,2109,2308,2874,2369,2623,2537
PT,Portugal,Eurocontrol,BE,Belgium,Eurocontrol,3434,2500,2929,3215,3274,3236,3747,4154,3974,3976,4123,3888,3979,5082,5519
PT,Portugal,Eurocontrol,BR,Brazil,America,0,0,2152,2609,2867,2803,3100,3448,2995,3300,3549,3607,3558,3705,3684
PT,Portugal,Eurocontrol,CH,Switzerland,Eurocontrol,3436,3431,3432,3369,3493,3720,4580,5224,4893,4959,5238,5385,5819,6071,6610
PT,Portugal,Eurocontrol,DE,Germany,Eurocontrol,9119,9256,8988,9354,8777,9826,10266,10611,9796,10114,10352,10631,11255,11741,13261
PT,Portugal,Eurocontrol,ES,Spain,Eurocontrol,15728,15780,16559,18498,20166,21857,24236,23380,21235,22322,22056,20932,19686,19793,20744
PT,Portugal,Eurocontrol,FR,France,Eurocontrol,11230,11359,11160,11556,11084,12669,13217,14393,14155,15312,15936,16645,18047,19870,21158
PT,Portugal,Eurocontrol,GB,United Kingdom,Eurocontrol,13137,14316,14807,15737,17171,18465,20504,21145,19233,19169,20557,18991,19960,22245,23304
PT,Portugal,Eurocontrol,IE,Ireland,Eurocontrol,0,0,0,0,0,2041,2353,2239,2017,2035,2113,2110,2375,2588,2617
PT,Portugal,Eurocontrol,IT,Italy,Eurocontrol,3903,3997,3971,4268,4736,5542,5803,5924,5166,5903,6154,6190,5821,5784,6663
PT,Portugal,Eurocontrol,NL,Netherlands,Eurocontrol,3410,3686,3466,3716,3904,4242,4190,4367,4031,4077,4522,5015,5627,5490,5805
PT,Portugal,Eurocontrol,PT,Portugal,Eurocontrol,47782,47725,47125,48295,48484,48649,48664,48143,49365,48374,45805,42942,41144,42077,44330
PT,Portugal,Eurocontrol,US,United States,America,0,0,0,0,0,0,0,0,0,0,0,0,0,1833,0
QA,Qatar,Middle East,DE,Germany,Eurocontrol,0,0,0,0,0,0,0,0,0,0,2203,2440,2572,2609,2556
QA,Qatar,Middle East,GB,United Kingdom,Eurocontrol,0,0,0,0,0,1892,2095,2322,2273,2258,2326,2505,2454,3103,3714
QA,Qatar,Middle East,IT,Italy,Eurocontrol,0,0,0,0,0,0,0,0,0,0,0,1973,2054,2010,1995
QA,Qatar,Middle East,TR,Turkey,Eurocontrol,0,0,0,0,0,0,0,0,0,0,0,0,0,1953,2995
QA,Qatar,Middle East,US,United States,America,0,0,0,0,0,0,0,0,0,0,0,0,0,2044,2480
RO,Romania,Eurocontrol,AT,Austria,Eurocontrol,0,0,0,2152,2662,3238,3925,4577,4375,4672,4298,4648,3500,3405,3244
RO,Romania,Eurocontrol,BE,Belgium,Eurocontrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229
RO,Romania,Eurocontrol,DE,Germany,Eurocontrol,2382,2558,2909,3988,5413,6016,7609,10069,8762,8899,9255,9394,9393,9175,9916
RO,Romania,Eurocontrol,ES,Spain,Eurocontrol,0,0,0,0,0,0,2946,4077,4271,4361,4616,3832,3734,3783,4051
RO,Romania,Eurocontrol,FR,France,Eurocontrol,0,0,0,0,2076,2518,2888,2733,3219,3239,3374,3325,3099,3065,3442
RO,Romania,Eurocontrol,GB,United Kingdom,Eurocontrol,0,0,0,0,0,0,0,2262,2573,2823,2873,3203,3262,4330,5406
RO,Romania,Eurocontrol,GR,Greece,Eurocontrol,0,0,0,0,0,2075,2712,2690,2747,2286,1848,0,0,0,0
RO,Romania,Eurocontrol,HU,Hungary,Eurocontrol,0,0,2280,2888,3180,3989,4247,3865,3811,3414,3972,2364,1994,1995,2037
RO,Romania,Eurocontrol,IT,Italy,Eurocontrol,2664,3457,4613,5898,8625,9353,10709,10026,10864,11868,11184,9839,9163,8712,10134
RO,Romania,Eurocontrol,NL,Netherlands,Eurocontrol,0,0,0,0,0,0,0,0,0,0,0,0,0,1925,1930
RO,Romania,Eurocontrol,RO,Romania,Eurocontrol,11384,12505,14255,14250,17564,18020,19610,22105,26659,27536,20902,18374,15423,13803,13280
RO,Romania,Eurocontrol,TR,Turkey,Eurocontrol,0,0,0,0,0,0,2172,2523,2413,2314,2639,2729,2727,2840,2860
RS,Serbia,Eurocontrol,AT,Austria,Eurocontrol,0,0,0,0,2171,2348,2646,2878,2760,3299,3433,3977,3288,3131,2946
RS,Serbia,Eurocontrol,CH,Switzerland,Eurocontrol,2497,2496,2528,2890,2965,2859,2524,2433,2491,2578,2892,3036,3271,3336,3293
RS,Serbia,Eurocontrol,DE,Germany,Eurocontrol,2442,3032,2992,3625,3915,4198,4357,4985,4768,4963,5670,5831,6098,5445,5665
RS,Serbia,Eurocontrol,FR,France,Eurocontrol,0,0,0,0,0,0,0,0,0,0,0,0,2125,2390,2546
RS,Serbia,Eurocontrol,GR,Greece,Eurocontrol,0,0,0,0,0,0,0,0,0,0,0,0,0,1841,0
RS,Serbia,Eurocontrol,IT,Italy,Eurocontrol,0,0,0,1848,2347,2623,2651,2677,2362,2396,2524,2408,2371,2747,2265
RS,Serbia,Eurocontrol,RS,Serbia,Eurocontrol,2107,7415,8212,8873,8074,8869,9323,9839,8402,8985,8308,7986,7826,7176,7643
RS,Serbia,Eurocontrol,RU,Russia,Asia,0,0,0,0,0,0,2080,2494,2365,2623,2851,3024,3780,4064,3834
RS,Serbia,Eurocontrol,SI,Slovenia,Eurocontrol,0,0,0,0,0,0,0,0,0,1865,0,0,0,0,0
RS,Serbia,Eurocontrol,TR,Turkey,Eurocontrol,0,0,0,0,0,0,0,0,0,0,0,2312,3119,3433,3356
RU,Russia,Asia,AE,United Arab Emirates,Middle East,0,0,0,0,0,0,0,0,0,0,2439,2741,2874,3328,2598
RU,Russia,Asia,AM,Armenia,Eurocontrol,0,0,0,0,0,0,5227,5771,5535,6245,5998,6916,6274,7496,6210
RU,Russia,Asia,AT,Austria,Eurocontrol,0,1914,2163,2557,2834,3417,4491,5393,4904,5319,5756,5739,6302,6074,4425
RU,Russia,Asia,BG,Bulgaria,Eurocontrol,0,0,0,0,0,0,1865,2164,2116,2824,3245,3622,3992,4148,3248
RU,Russia,Asia,CH,Switzerland,Eurocontrol,2169,2260,2513,2644,2811,2998,3465,3937,3739,3829,4465,4991,5067,5033,4432
RU,Russia,Asia,CY,Cyprus,Eurocontrol,0,0,0,0,0,0,0,1922,0,2272,2775,3296,3677,4279,3434
RU,Russia,Asia,CZ,Czechia,Eurocontrol,0,0,1852,2129,2307,2725,3571,4496,4540,4717,5689,6600,7249,6636,4711
RU,Russia,Asia,DE,Germany,Eurocontrol,10495,11603,12433,14944,15317,17171,20827,22362,20428,20593,24851,25713,25431,25352,21042
RU,Russia,Asia,EE,Estonia,Eurocontrol,0,0,0,0,0,0,0,0,0,0,0,2517,1893,0,0
RU,Russia,Asia,EG,Egypt,Middle East,0,0,2234,3117,3598,4572,6522,7660,9203,12242,8102,10427,10121,13476,10429
RU,Russia,Asia,ES,Spain,Eurocontrol,0,1860,0,2042,2518,2864,3860,4413,3513,4451,6256,7788,9298,9233,6590
RU,Russia,Asia,FI,Finland,Eurocontrol,2413,2237,2408,2540,2445,2543,2949,3607,3179,3180,3420,3053,2806,3562,3511
RU,Russia,Asia,FR,France,Eurocontrol,3391,3963,4739,5595,6079,6693,7251,8631,7199,7454,8617,9565,10348,9967,8431
RU,Russia,Asia,GB,United Kingdom,Eurocontrol,2694,2632,2961,3567,3848,4462,5369,5901,5145,5216,5922,5746,5732,5755,5015
RU,Russia,Asia,GE,Georgia,Eurocontrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
RU,Russia,Asia,GR,Greece,Eurocontrol,0,0,0,0,0,2425,3170,3881,3049,3757,5274,6399,9250,8762,5419
RU,Russia,Asia,IL,Israel,Middle East,0,0,0,0,0,1983,2303,2968,2916,3465,3824,3799,3810,3963,3299
RU,Russia,Asia,IT,Italy,Eurocontrol,2623,2837,3260,3606,4199,5451,7196,7459,6429,7506,8812,9643,11753,11734,9185
RU,Russia,Asia,LV,Latvia,Eurocontrol,0,0,0,0,0,0,0,0,0,0,3187,3911,4215,4256,3696
RU,Russia,Asia,MD,Moldova,Eurocontrol,0,0,0,0,0,0,0,0,0,0,0,0,1838,2435,3880
RU,Russia,Asia,NL,Netherlands,Eurocontrol,0,0,0,0,0,0,0,2058,2179,2637,2762,2838,2688,3219,3279
RU,Russia,Asia,PL,Poland,Eurocontrol,0,0,0,0,0,0,1934,1953,0,2041,2553,2714,2572,2303,2e3
RU,Russia,Asia,RS,Serbia,Eurocontrol,0,0,0,0,0,0,2073,2536,2399,2607,2896,3083,3846,4132,3900
RU,Russia,Asia,RU,Russia,Asia,0,0,2268,0,2223,10613,14806,18519,13364,10319,12545,11591,12013,12264,12461
RU,Russia,Asia,SE,Sweden,Eurocontrol,0,0,0,0,0,0,0,1826,0,0,1833,1993,0,1871,0
RU,Russia,Asia,TR,Turkey,Eurocontrol,7102,8471,9448,11592,12634,12362,14570,16236,16216,18846,20691,20855,23996,26151,21873
RU,Russia,Asia,UA,Ukraine,Eurocontrol,0,2134,7998,9440,9945,10496,10997,12028,11200,13901,16434,19410,21708,10817,7393
RU,Russia,Asia,US,United States,America,0,0,0,0,0,0,0,0,2081,2049,2391,2478,2787,2773,2687
SA,Saudi Arabia,Middle East,DE,Germany,Eurocontrol,0,0,0,0,0,0,0,0,0,0,0,0,1833,0,1868
SA,Saudi Arabia,Middle East,GB,United Kingdom,Eurocontrol,0,0,0,0,0,0,0,0,0,1999,2131,2104,1953,2298,2281
SA,Saudi Arabia,Middle East,TR,Turkey,Eurocontrol,0,0,1860,2319,2648,3004,3658,4234,4033,4789,6206,7197,8061,9576,10607
SE,Sweden,Eurocontrol,AT,Austria,Eurocontrol,0,0,0,0,2053,2496,2632,2752,2652,2662,2746,2041,0,0,1847
SE,Sweden,Eurocontrol,BE,Belgium,Eurocontrol,5317,4610,5999,6204,4734,4318,4023,3867,3830,4337,4145,3977,3735,3789,3878
SE,Sweden,Eurocontrol,CH,Switzerland,Eurocontrol,3841,3071,2795,2332,2660,2309,2366,2480,2479,2604,2979,2830,2558,2713,2761
SE,Sweden,Eurocontrol,DE,Germany,Eurocontrol,11779,11296,12524,13820,15121,16779,17303,18908,17319,16708,17334,16959,16972,16323,17397
SE,Sweden,Eurocontrol,DK,Denmark,Eurocontrol,24272,20809,20192,19885,18305,15424,15912,15085,12058,12317,12310,12575,12283,12703,12775
SE,Sweden,Eurocontrol,EE,Estonia,Eurocontrol,0,0,0,0,0,0,0,2052,1855,1851,1845,2427,1868,0,1902
SE,Sweden,Eurocontrol,ES,Spain,Eurocontrol,5882,5794,4926,5137,5318,5912,6508,6718,5065,6177,7312,7770,8936,8860,8789
SE,Sweden,Eurocontrol,FI,Finland,Eurocontrol,18855,17562,16621,17409,16077,14920,13661,13654,11687,12521,14026,14314,14512,14507,14405
