origin_iso,origin_name,originregion_name,destination_iso,destination_name,destinationregion_name,countryflow_2001,countryflow_2002,countryflow_2003,countryflow_2004,countryflow_2005,countryflow_2006,countryflow_2007,countryflow_2008,countryflow_2009,countryflow_2010,countryflow_2011,countryflow_2012,countryflow_2013,countryflow_2014,countryflow_2015
HR,Croatia,ESRA East,MD,Moldova,ESRA East,0,11,0,5,5,4,8,6,3,5,3,7,5,6,4
HR,Croatia,ESRA East,MK,Macedonia,ESRA East,190,184,180,207,274,368,390,395,406,433,485,449,438,407,416
HR,Croatia,ESRA East,MT,Malta,ESRA Mediterranean,12,12,9,15,26,23,23,30,41,30,31,17,28,34,29
HR,Croatia,ESRA East,NL,Netherlands,ESRA North-West,470,521,499,546,614,560,560,600,514,498,501,574,566,804,1078
HR,Croatia,ESRA East,NO,Norway,ESRA North-West,9,20,41,177,422,591,604,604,547,709,641,742,1071,1048,845
HR,Croatia,ESRA East,PL,Poland,ESRA East,293,311,299,289,268,143,135,142,150,183,172,312,445,495,309
HR,Croatia,ESRA East,PT,Portugal,ESRA Mediterranean,6,4,7,30,7,27,29,47,72,67,76,74,65,99,90
HR,Croatia,ESRA East,RO,Romania,ESRA East,9,24,18,26,45,52,73,60,72,86,70,76,41,39,27
HR,Croatia,ESRA East,RS,Serbia,ESRA East,79,80,117,219,370,464,564,737,851,922,928,876,757,806,1420
HR,Croatia,ESRA East,SE,Sweden,ESRA North-West,28,44,157,235,324,392,375,515,483,507,569,658,862,937,893
HR,Croatia,ESRA East,SI,Slovenia,ESRA East,638,558,480,640,522,716,954,1051,546,473,509,432,420,178,247
HR,Croatia,ESRA East,SK,Slovakia,ESRA East,71,109,266,232,261,258,271,298,300,224,241,265,280,168,225
HR,Croatia,ESRA East,TR,Turkey,ESRA Mediterranean,184,201,196,228,225,241,269,286,416,583,681,893,662,831,798
HR,Croatia,ESRA East,UA,Ukraine,ESRA East,23,24,61,69,86,107,155,241,181,319,264,332,229,88,89
HU,Hungary,ESRA East,AL,Albania,ESRA East,432,539,584,598,622,653,632,438,477,497,532,50,4,11,3
HU,Hungary,ESRA East,AM,Armenia,Other Europe,1,1,4,2,3,1,3,2,2,6,5,0,2,0,1
HU,Hungary,ESRA East,AT,Austria,ESRA North-West,1895,2072,1873,2385,1892,1903,1863,1871,1798,1870,1809,1814,1835,1932,1818
HU,Hungary,ESRA East,BA,Bosnia & Herzegovina,ESRA East,202,232,332,357,377,372,357,363,340,341,314,37,24,30,30
HU,Hungary,ESRA East,BE,Belgium,ESRA North-West,1276,711,886,1385,1730,1546,1833,1750,1725,1831,1836,2132,2033,2026,2176
HU,Hungary,ESRA East,BG,Bulgaria,ESRA East,984,871,790,1054,1359,1695,1290,1269,1265,1471,1411,648,421,161,114
HU,Hungary,ESRA East,CH,Switzerland,ESRA North-West,1752,1365,1877,2489,2572,2707,2792,2725,2828,2224,2223,1740,1855,1578,1556
HU,Hungary,ESRA East,CY,Cyprus,ESRA Mediterranean,303,307,274,326,339,387,316,316,331,342,358,163,221,169,173
HU,Hungary,ESRA East,CZ,Czechia,ESRA East,1290,1399,1749,2051,2011,1955,2094,2058,1959,1957,1949,1291,1053,1094,1032
HU,Hungary,ESRA East,DE,Germany,ESRA North-West,8244,8298,9478,11480,12605,12062,11842,11060,9652,9930,10199,9520,8553,8268,8271
HU,Hungary,ESRA East,DK,Denmark,ESRA North-West,1037,744,831,982,1210,1243,1101,1077,998,863,858,435,588,542,720
HU,Hungary,ESRA East,EE,Estonia,Other Europe,1,6,2,1,3,6,5,3,4,3,2,6,6,3,4
HU,Hungary,ESRA East,ES,Spain,ESRA Mediterranean,521,577,746,911,1139,1236,1485,1490,1454,1428,1314,1501,1053,1267,1695
HU,Hungary,ESRA East,FI,Finland,ESRA North-West,1045,755,711,781,826,867,916,843,887,985,1034,859,916,840,878
HU,Hungary,ESRA East,FO,Faroe Islands,ESRA North-West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
HU,Hungary,ESRA East,FR,France,ESRA North-West,2059,2195,2219,2998,3612,3461,3652,3125,3149,2770,2826,2349,2223,2215,2622
HU,Hungary,ESRA East,GB,United Kingdom,ESRA North-West,2050,1893,1915,3701,5422,4600,4170,4636,4080,3977,4114,4545,4690,5279,5798
HU,Hungary,ESRA East,GE,Georgia,Other Europe,4,1,0,1,0,3,8,11,2,12,7,8,3,32,107
HU,Hungary,ESRA East,GI,Gibraltar,Other Europe,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
HU,Hungary,ESRA East,GR,Greece,ESRA Mediterranean,1093,1067,1256,1340,1500,1679,1830,1570,1392,1275,1406,656,481,639,927
HU,Hungary,ESRA East,HR,Croatia,ESRA East,696,715,995,1386,1354,1276,1216,831,927,840,834,343,447,450,152
HU,Hungary,ESRA East,HU,Hungary,ESRA East,154,134,140,184,233,771,330,280,202,257,311,268,304,281,363
HU,Hungary,ESRA East,IE,Ireland,ESRA North-West,252,295,374,453,798,826,960,1075,821,719,692,708,527,595,616
HU,Hungary,ESRA East,IT,Italy,ESRA Mediterranean,1406,1759,2236,3429,4447,4214,4012,3539,3801,3499,3314,3025,2807,2773,3380
HU,Hungary,ESRA East,LT,Lithuania,Other Europe,4,5,5,5,7,67,5,26,10,13,7,13,10,15,10
HU,Hungary,ESRA East,LU,Luxembourg,ESRA North-West,10,133,251,529,518,438,275,268,179,234,252,221,209,201,160
HU,Hungary,ESRA East,LV,Latvia,Other Europe,122,1,8,4,4,7,5,6,10,6,100,174,227,218,162
HU,Hungary,ESRA East,MD,Moldova,ESRA East,829,714,730,737,728,730,745,719,636,459,409,43,11,5,3
HU,Hungary,ESRA East,MK,Macedonia,ESRA East,234,409,516,326,418,455,524,540,555,524,519,57,27,25,13
HU,Hungary,ESRA East,MT,Malta,ESRA Mediterranean,68,67,86,83,92,90,90,95,83,69,64,56,119,208,218
HU,Hungary,ESRA East,NL,Netherlands,ESRA North-West,1500,1756,1920,2071,2342,2526,2458,2134,2076,1931,2310,2086,2278,2189,2128
HU,Hungary,ESRA East,NO,Norway,ESRA North-West,208,66,30,132,337,441,344,454,448,354,336,498,510,426,487
HU,Hungary,ESRA East,PL,Poland,ESRA East,1547,865,959,1259,1351,1840,1765,1478,1419,1344,1539,1526,1471,1541,1659
HU,Hungary,ESRA East,PT,Portugal,ESRA Mediterranean,7,42,32,89,120,174,223,258,251,263,292,308,343,347,416
HU,Hungary,ESRA East,RO,Romania,ESRA East,1543,1763,2270,2890,3168,3954,4256,3872,3792,3399,3958,2355,1985,1998,1988
HU,Hungary,ESRA East,RS,Serbia,ESRA East,270,302,450,472,709,770,604,734,739,1250,1365,449,405,737,776
HU,Hungary,ESRA East,SE,Sweden,ESRA North-West,454,377,541,745,1357,1245,1207,1520,1529,1617,1725,1331,1254,975,1211
HU,Hungary,ESRA East,SI,Slovenia,ESRA East,36,26,56,439,599,629,643,640,471,48,50,46,50,43,47
HU,Hungary,ESRA East,SK,Slovakia,ESRA East,75,55,105,164,172,136,145,153,102,101,93,84,112,112,154
HU,Hungary,ESRA East,TR,Turkey,ESRA Mediterranean,658,832,863,977,996,1056,1071,1077,995,1083,1320,1141,1270,1869,2265
HU,Hungary,ESRA East,UA,Ukraine,ESRA East,453,562,858,973,970,1120,1133,1131,872,1002,1206,635,458,382,342
IE,Ireland,ESRA North-West,AL,Albania,ESRA East,0,0,3,0,5,4,2,1,4,4,2,2,1,0,1
IE,Ireland,ESRA North-West,AM,Armenia,Other Europe,0,1,0,0,0,1,1,0,0,1,1,2,0,1,0
IE,Ireland,ESRA North-West,AT,Austria,ESRA North-West,359,419,606,656,629,785,787,811,642,553,527,519,520,488,474
IE,Ireland,ESRA North-West,BA,Bosnia & Herzegovina,ESRA East,8,8,5,11,15,7,4,1,2,1,0,2,1,0,5
IE,Ireland,ESRA North-West,BE,Belgium,ESRA North-West,3018,3001,3370,3194,2645,2307,1985,2035,1834,1541,1611,1764,1987,1949,2381
IE,Ireland,ESRA North-West,BG,Bulgaria,ESRA East,29,30,33,68,138,318,390,371,240,132,154,114,102,99,124
IE,Ireland,ESRA North-West,CH,Switzerland,ESRA North-West,670,677,817,957,987,1010,1294,1373,1287,1178,1274,1380,1369,1311,1444
IE,Ireland,ESRA North-West,CY,Cyprus,ESRA Mediterranean,229,286,327,239,269,225,217,127,103,61,51,28,23,4,5
IE,Ireland,ESRA North-West,CZ,Czechia,ESRA East,366,483,843,1213,1304,1347,1359,1529,632,481,351,380,395,573,686
IE,Ireland,ESRA North-West,DE,Germany,ESRA North-West,4200,4177,3996,4636,6028,6736,7036,7152,6556,5521,5716,5963,6016,6550,7031
IE,Ireland,ESRA North-West,DK,Denmark,ESRA North-West,1481,1214,1145,987,1007,864,1157,1198,869,943,1005,862,1143,1115,1244
IE,Ireland,ESRA North-West,EE,Estonia,Other Europe,23,11,19,27,148,130,105,85,24,25,169,104,70,21,45
IE,Ireland,ESRA North-West,ES,Spain,ESRA Mediterranean,5887,6782,7848,8619,9050,10069,12029,11546,9919,8832,9724,9486,10004,10046,10635
IE,Ireland,ESRA North-West,FI,Finland,ESRA North-West,57,291,271,197,203,238,444,312,180,75,84,105,133,76,292
IE,Ireland,ESRA North-West,FO,Faroe Islands,ESRA North-West,3,0,2,10,9,4,2,2,4,1,7,6,4,4,0
IE,Ireland,ESRA North-West,FR,France,ESRA North-West,6579,6767,7461,7724,8329,9156,9817,10682,9286,7685,7513,7532,7346,7858,8297
IE,Ireland,ESRA North-West,GB,United Kingdom,ESRA North-West,64578,62853,62024,62322,64990,62516,63292,64659,54372,50421,52238,52567,52789,55989,57058
IE,Ireland,ESRA North-West,GE,Georgia,Other Europe,2,2,5,4,7,4,6,2,20,4,5,4,1,2,2
IE,Ireland,ESRA North-West,GI,Gibraltar,Other Europe,3,2,1,2,2,3,4,2,3,3,4,2,1,1,3
IE,Ireland,ESRA North-West,GR,Greece,ESRA Mediterranean,382,328,450,437,489,485,553,543,343,218,251,223,252,314,373
IE,Ireland,ESRA North-West,HR,Croatia,ESRA East,67,110,206,306,363,377,468,369,275,245,231,189,278,296,329
IE,Ireland,ESRA North-West,HU,Hungary,ESRA East,247,281,358,448,793,818,963,1063,820,717,688,686,524,591,615
IE,Ireland,ESRA North-West,IE,Ireland,ESRA North-West,21498,21281,21338,21365,21996,22773,23819,21750,17696,14700,9179,5667,5835,5365,5240
IE,Ireland,ESRA North-West,IT,Italy,ESRA Mediterranean,1816,2054,2635,2655,3396,4299,4654,4355,4032,3241,3261,3521,3437,3511,4128
IE,Ireland,ESRA North-West,LT,Lithuania,Other Europe,4,2,2,167,548,704,879,850,469,587,586,652,506,539,516
IE,Ireland,ESRA North-West,LU,Luxembourg,ESRA North-West,157,75,92,44,59,40,116,381,264,221,199,16,15,188,310
IE,Ireland,ESRA North-West,LV,Latvia,Other Europe,5,2,2,126,296,730,877,784,437,504,418,386,337,347,376
IE,Ireland,ESRA North-West,MD,Moldova,ESRA East,1,2,2,0,2,1,0,0,0,0,0,1,26,60,92
IE,Ireland,ESRA North-West,MK,Macedonia,ESRA East,15,4,3,2,1,0,0,1,2,1,4,0,0,2,1
IE,Ireland,ESRA North-West,MT,Malta,ESRA Mediterranean,172,160,179,165,115,111,212,214,168,195,183,186,188,190,236
IE,Ireland,ESRA North-West,NL,Netherlands,ESRA North-West,2836,2777,2949,2790,3043,3001,3046,3150,2729,2608,2933,2979,3101,3022,3185
IE,Ireland,ESRA North-West,NO,Norway,ESRA North-West,341,52,221,232,261,329,651,576,543,643,806,722,642,600,617
IE,Ireland,ESRA North-West,PL,Poland,ESRA East,29,27,34,325,904,3172,5191,4144,3360,2979,2926,3025,3001,2738,2895
IE,Ireland,ESRA North-West,PT,Portugal,ESRA Mediterranean,885,894,1289,1307,1522,2050,2339,2225,1995,2030,2083,2099,2366,2564,2586
IE,Ireland,ESRA North-West,RO,Romania,ESRA East,20,6,4,16,13,26,38,171,205,317,326,304,334,560,433
IE,Ireland,ESRA North-West,RS,Serbia,ESRA East,25,6,17,35,37,49,36,13,30,5,13,7,6,4,7
IE,Ireland,ESRA North-West,SE,Sweden,ESRA North-West,1196,860,794,435,549,722,906,702,490,441,494,662,707,500,392
IE,Ireland,ESRA North-West,SI,Slovenia,ESRA East,24,36,29,29,64,21,27,35,23,20,21,1,1,5,1
IE,Ireland,ESRA North-West,SK,Slovakia,ESRA East,7,12,24,23,65,316,501,829,225,286,272,297,305,312,368
IE,Ireland,ESRA North-West,TR,Turkey,ESRA Mediterranean,246,248,299,311,417,407,610,624,649,652,746,762,859,897,986
IE,Ireland,ESRA North-West,UA,Ukraine,ESRA East,8,9,19,10,20,15,20,29,17,23,21,19,22,5,1
IT,Italy,ESRA Mediterranean,AL,Albania,ESRA East,1847,1823,1963,2307,3641,3629,4146,4065,4526,5166,5950,5716,5587,4697,5251
IT,Italy,ESRA Mediterranean,AM,Armenia,Other Europe,6,9,3,5,8,5,15,22,75,162,124,141,130,107,13
IT,Italy,ESRA Mediterranean,AT,Austria,ESRA North-West,7463,7813,8658,10974,10769,11252,12383,11789,9088,9280,9322,8769,8386,9006,8797
IT,Italy,ESRA Mediterranean,BA,Bosnia & Herzegovina,ESRA East,375,360,153,90,386,871,629,355,333,395,517,779,709,682,713
IT,Italy,ESRA Mediterranean,BE,Belgium,ESRA North-West,16839,16245,16452,15161,14039,14607,14880,14299,14033,15311,15863,15535,15338,16289,16311
IT,Italy,ESRA Mediterranean,BG,Bulgaria,ESRA East,500,704,954,1321,1409,1787,2304,1897,1702,1808,1877,1635,1528,1668,1812
IT,Italy,ESRA Mediterranean,CH,Switzerland,ESRA North-West,17225,14992,15483,14694,17032,15734,16439,16278,14251,14900,15425,16051,15983,15820,16145
IT,Italy,ESRA Mediterranean,CY,Cyprus,ESRA Mediterranean,562,1059,529,442,420,461,527,605,518,469,492,744,583,305,385
IT,Italy,ESRA Mediterranean,CZ,Czechia,ESRA East,1888,2256,2811,3375,3684,4908,6006,6345,5290,4917,4832,4511,4350,4261,4639
IT,Italy,ESRA Mediterranean,DE,Germany,ESRA North-West,56507,55187,63782,65250,70669,75242,77403,71469,64963,66121,67078,66238,62989,62860,66117
IT,Italy,ESRA Mediterranean,DK,Denmark,ESRA North-West,4047,3760,3943,4426,3851,3901,4180,4005,3875,4707,4153,4322,5055,4780,5276
IT,Italy,ESRA Mediterranean,EE,Estonia,Other Europe,6,22,46,104,211,247,307,435,91,98,211,223,189,194,258
IT,Italy,ESRA Mediterranean,ES,Spain,ESRA Mediterranean,29073,29761,31770,36006,39375,42776,50703,46521,43721,48113,50386,44115,37536,39430,42724
IT,Italy,ESRA Mediterranean,FI,Finland,ESRA North-West,523,807,1065,1204,1305,1424,1828,2258,1945,1898,2107,2041,1863,1983,2030
IT,Italy,ESRA Mediterranean,FO,Faroe Islands,ESRA North-West,0,0,0,0,0,0,0,0,0,0,0,1,8,8,6
IT,Italy,ESRA Mediterranean,FR,France,ESRA North-West,54263,51017,54183,50660,47463,50348,56147,55759,51513,50373,54747,54550,54112,53728,55083
IT,Italy,ESRA Mediterranean,GB,United Kingdom,ESRA North-West,38987,35801,43828,44996,48977,47362,52262,48517,46076,43054,44747,46387,45448,48338,50399
IT,Italy,ESRA Mediterranean,GE,Georgia,Other Europe,10,8,32,17,7,9,9,16,13,11,12,77,160,135,122
IT,Italy,ESRA Mediterranean,GI,Gibraltar,Other Europe,9,6,8,12,6,15,28,14,16,23,14,11,15,12,9
IT,Italy,ESRA Mediterranean,GR,Greece,ESRA Mediterranean,9637,8444,9748,10238,9908,10807,11834,10862,9828,9724,10899,9591,9459,11417,12244
IT,Italy,ESRA Mediterranean,HR,Croatia,ESRA East,1087,1282,1500,1802,2576,2550,2698,1932,1693,2073,2235,1915,1821,2161,2341
IT,Italy,ESRA Mediterranean,HU,Hungary,ESRA East,1421,1754,2211,3427,4467,4221,4034,3454,3680,3515,3294,3003,2802,2763,3286
IT,Italy,ESRA Mediterranean,IE,Ireland,ESRA North-West,1940,2150,2762,2809,3505,4429,4821,4505,4147,3391,3405,3628,3500,3655,4269
IT,Italy,ESRA Mediterranean,IT,Italy,ESRA Mediterranean,353296,359768,366805,354120,350179,368661,391647,373725,357090,354482,354070,327110,294402,291062,280779
IT,Italy,ESRA Mediterranean,LT,Lithuania,Other Europe,29,12,12,49,190,250,500,744,70,341,547,628,762,920,955
IT,Italy,ESRA Mediterranean,LU,Luxembourg,ESRA North-West,2302,2249,2286,2348,2401,2437,2305,2211,2015,1934,2165,2136,2255,2326,2413
IT,Italy,ESRA Mediterranean,LV,Latvia,Other Europe,32,22,14,137,389,345,557,880,1041,1151,1323,1148,1149,982,833
IT,Italy,ESRA Mediterranean,MD,Moldova,ESRA East,77,132,170,300,441,429,449,588,602,611,603,1074,1474,1486,1675
IT,Italy,ESRA Mediterranean,MK,Macedonia,ESRA East,258,229,194,288,534,611,547,197,91,144,277,352,349,459,592
IT,Italy,ESRA Mediterranean,MT,Malta,ESRA Mediterranean,2054,2028,2207,2422,2561,2711,3062,2974,2761,3354,3040,2857,3101,3288,3694
IT,Italy,ESRA Mediterranean,NL,Netherlands,ESRA North-West,12089,11721,12109,12004,12268,13120,13851,13425,12504,13090,13996,14373,13948,15403,16658
IT,Italy,ESRA Mediterranean,NO,Norway,ESRA North-West,485,243,443,738,1413,1961,2085,2086,1683,2095,1962,1967,2119,1913,1348
IT,Italy,ESRA Mediterranean,PL,Poland,ESRA East,2260,2129,2777,3826,5047,6262,7136,5126,4933,5928,5509,5602,5506,5901,6240
IT,Italy,ESRA Mediterranean,PT,Portugal,ESRA Mediterranean,3903,4020,3997,4280,4721,5557,5837,5989,5197,5921,6204,6196,5834,5826,6713
IT,Italy,ESRA Mediterranean,RO,Romania,ESRA East,2659,3474,4637,5888,8603,9341,10712,10042,10823,11808,11108,9852,9169,8806,10112
IT,Italy,ESRA Mediterranean,RS,Serbia,ESRA East,1323,1372,1526,1876,2342,2648,2654,2688,2340,2375,2536,2353,2375,2741,2251
IT,Italy,ESRA Mediterranean,SE,Sweden,ESRA North-West,2026,1762,1365,2765,2617,2481,2868,3175,2947,3468,3796,3137,3144,2857,2805
IT,Italy,ESRA Mediterranean,SI,Slovenia,ESRA East,545,556,552,398,430,624,483,481,456,381,317,256,219,200,327
IT,Italy,ESRA Mediterranean,SJ,Svalbard & Jan Mayen,ESRA North-West,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0
IT,Italy,ESRA Mediterranean,SK,Slovakia,ESRA East,33,145,447,913,1083,1340,1097,1108,1360,1204,937,797,882,907,962
IT,Italy,ESRA Mediterranean,TR,Turkey,ESRA Mediterranean,3061,2379,2090,2261,2873,3188,3936,4267,4318,5591,6980,7471,8522,9190,10350
IT,Italy,ESRA Mediterranean,UA,Ukraine,ESRA East,446,403,555,825,1027,1682,1978,2002,1939,1895,2012,2184,2605,2143,1270
LT,Lithuania,Other Europe,AL,Albania,ESRA East,0,2,0,0,0,2,1,0,0,1,5,0,0,1,1
LT,Lithuania,Other Europe,AM,Armenia,Other Europe,0,0,0,0,1,1,0,3,0,2,3,2,8,2,3
LT,Lithuania,Other Europe,AT,Austria,ESRA North-West,298,363,367,448,593,412,395,427,392,396,406,419,405,386,402
LT,Lithuania,Other Europe,BA,Bosnia & Herzegovina,ESRA East,0,1,1,0,3,0,0,0,3,2,5,1,2,0,4
LT,Lithuania,Other Europe,BE,Belgium,ESRA North-West,14,11,115,223,280,300,530,571,182,412,447,441,571,579,575
LT,Lithuania,Other Europe,BG,Bulgaria,ESRA East,17,17,15,18,28,37,36,35,34,32,53,69,102,113,90
LT,Lithuania,Other Europe,CH,Switzerland,ESRA North-West,26,10,14,12,14,9,119,46,14,24,31,24,34,32,39
LT,Lithuania,Other Europe,CY,Cyprus,ESRA Mediterranean,1,14,2,11,13,20,23,25,8,10,1,56,41,121,139
LT,Lithuania,Other Europe,CZ,Czechia,ESRA East,227,407,432,461,516,580,716,728,708,484,373,188,76,215,46
LT,Lithuania,Other Europe,DE,Germany,ESRA North-West,1552,1542,1556,2074,2605,2662,2342,2050,1207,1605,1668,1703,1770,2006,1978
LT,Lithuania,Other Europe,DK,Denmark,ESRA North-West,1873,1787,1732,1969,2535,2340,1982,2028,1555,2159,1810,1618,1622,1681,1879
LT,Lithuania,Other Europe,EE,Estonia,Other Europe,304,333,461,30,0,755,1369,1723,834,980,787,1056,579,955,647
LT,Lithuania,Other Europe,ES,Spain,ESRA Mediterranean,71,58,70,110,139,103,214,356,128,183,337,471,511,558,741
LT,Lithuania,Other Europe,FI,Finland,ESRA North-West,640,638,624,828,1275,1396,1231,1305,672,787,856,866,818,752,785
LT,Lithuania,Other Europe,FO,Faroe Islands,ESRA North-West,0,0,2,0,0,0,2,0,1,1,3,0,0,0,0
LT,Lithuania,Other Europe,FR,France,ESRA North-West,181,180,158,162,236,255,229,402,43,311,247,283,355,548,491
LT,Lithuania,Other Europe,GB,United Kingdom,ESRA North-West,375,376,415,671,1340,1519,1431,1565,1138,1669,1843,2354,2342,2309,2553
LT,Lithuania,Other Europe,GE,Georgia,Other Europe,0,0,3,2,5,5,7,56,0,7,11,2,3,81,96
LT,Lithuania,Other Europe,GI,Gibraltar,Other Europe,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LT,Lithuania,Other Europe,GR,Greece,ESRA Mediterranean,51,46,45,60,64,151,236,215,139,99,216,219,260,293,301
LT,Lithuania,Other Europe,HR,Croatia,ESRA East,24,21,17,15,18,37,19,22,22,13,6,18,22,30,7
LT,Lithuania,Other Europe,HU,Hungary,ESRA East,9,3,5,5,8,64,5,27,9,9,3,11,7,12,15
LT,Lithuania,Other Europe,IE,Ireland,ESRA North-West,5,2,2,167,547,699,883,852,467,579,583,649,500,535,518
LT,Lithuania,Other Europe,IT,Italy,ESRA Mediterranean,46,14,15,49,198,253,510,742,85,345,544,634,761,924,963
LT,Lithuania,Other Europe,LT,Lithuania,Other Europe,1346,80,0,0,0,414,319,416,271,491,646,661,980,949,1200
LT,Lithuania,Other Europe,LU,Luxembourg,ESRA North-West,4,2,27,4,2,1,2,3,3,2,4,9,10,8,5
LT,Lithuania,Other Europe,LV,Latvia,Other Europe,243,20,0,0,0,596,849,1756,2942,3013,2992,2705,2412,2202,2290
LT,Lithuania,Other Europe,MD,Moldova,ESRA East,0,1,4,0,4,10,43,105,0,0,5,3,2,5,4
LT,Lithuania,Other Europe,MK,Macedonia,ESRA East,1,1,0,0,0,0,1,0,1,3,8,1,2,3,0
LT,Lithuania,Other Europe,MT,Malta,ESRA Mediterranean,0,0,1,7,0,1,13,20,11,4,6,52,68,72,73
LT,Lithuania,Other Europe,NL,Netherlands,ESRA North-West,455,485,584,699,718,674,998,752,38,342,341,198,456,354,575
LT,Lithuania,Other Europe,NO,Norway,ESRA North-West,246,251,250,348,552,535,455,537,260,308,469,784,1030,1072,1204
LT,Lithuania,Other Europe,PL,Poland,ESRA East,1005,732,697,875,1001,1204,963,952,1083,1268,1296,1355,1519,1729,1734
LT,Lithuania,Other Europe,PT,Portugal,ESRA Mediterranean,2,0,1,1,0,1,4,6,5,7,6,7,7,11,15
LT,Lithuania,Other Europe,RO,Romania,ESRA East,8,3,4,1,10,7,15,7,6,7,3,12,16,12,6
LT,Lithuania,Other Europe,RS,Serbia,ESRA East,1,4,2,1,12,15,33,21,14,6,17,8,16,13,7
LT,Lithuania,Other Europe,SE,Sweden,ESRA North-West,887,656,1328,1404,971,953,1057,1146,497,340,751,318,485,760,1066
LT,Lithuania,Other Europe,SI,Slovenia,ESRA East,3,4,2,2,3,1,1,2,0,3,22,5,15,7,1
LT,Lithuania,Other Europe,SJ,Svalbard & Jan Mayen,ESRA North-West,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LT,Lithuania,Other Europe,SK,Slovakia,ESRA East,9,9,9,5,19,14,8,13,14,12,9,11,12,9,15
LT,Lithuania,Other Europe,TR,Turkey,ESRA Mediterranean,127,148,156,280,315,365,537,556,380,345,347,339,591,681,804
LT,Lithuania,Other Europe,UA,Ukraine,ESRA East,5,57,208,216,289,396,415,726,280,461,794,829,525,590,664
LU,Luxembourg,ESRA North-West,AL,Albania,ESRA East,2,0,0,0,5,8,4,6,2,2,1,2,1,4,1
LU,Luxembourg,ESRA North-West,AM,Armenia,Other Europe,0,1,0,0,0,0,2,2,0,1,33,45,49,24,5
LU,Luxembourg,ESRA North-West,AT,Austria,ESRA North-West,653,704,725,695,741,745,913,1138,992,996,976,962,949,972,1014
LU,Luxembourg,ESRA North-West,BA,Bosnia & Herzegovina,ESRA East,2,3,3,0,6,11,7,14,14,8,5,1,3,1,2
LU,Luxembourg,ESRA North-West,BE,Belgium,ESRA North-West,1356,259,278,349,430,600,502,554,300,243,195,161,151,191,178
LU,Luxembourg,ESRA North-West,BG,Bulgaria,ESRA East,2,50,43,60,69,56,50,56,68,62,83,93,104,107,86
LU,Luxembourg,ESRA North-West,CH,Switzerland,ESRA North-West,2015,1944,1831,1814,1653,1713,1689,1655,1757,1910,2074,2495,2168,2229,2184
LU,Luxembourg,ESRA North-West,CY,Cyprus,ESRA Mediterranean,36,24,2,5,11,11,39,40,41,41,40,40,9,10,17
LU,Luxembourg,ESRA North-West,CZ,Czechia,ESRA East,21,24,42,252,398,316,23,148,337,364,432,139,46,33,31
LU,Luxembourg,ESRA North-West,DE,Germany,ESRA North-West,4368,4701,3987,3873,4021,3924,4090,4800,4915,5027,5650,6030,5760,5347,5565
LU,Luxembourg,ESRA North-West,DK,Denmark,ESRA North-West,1356,859,851,840,1037,1480,970,906,634,597,602,599,703,1031,977
LU,Luxembourg,ESRA North-West,EE,Estonia,Other Europe,0,4,0,4,4,5,2,5,1,0,4,1,3,3,3
LU,Luxembourg,ESRA North-West,ES,Spain,ESRA Mediterranean,1908,2389,2870,2481,2031,2084,2008,1922,1697,1660,1831,1832,1933,1966,1950
LU,Luxembourg,ESRA North-West,FI,Finland,ESRA North-West,12,16,13,26,72,65,68,33,8,9,2,11,14,20,26
LU,Luxembourg,ESRA North-West,FO,Faroe Islands,ESRA North-West,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0
LU,Luxembourg,ESRA North-West,FR,France,ESRA North-West,3187,3360,3427,3288,3330,3335,2785,2531,2315,2414,2494,2618,2680,2719,2799
LU,Luxembourg,ESRA North-West,GB,United Kingdom,ESRA North-West,3912,3734,3505,3778,4222,4129,4102,3595,3075,3084,3151,3274,3723,3294,3227
LU,Luxembourg,ESRA North-West,GE,Georgia,Other Europe,17,8,13,39,44,29,37,40,50,52,54,59,99,107,102
LU,Luxembourg,ESRA North-West,GI,Gibraltar,Other Europe,1,1,0,0,1,0,1,2,1,1,2,1,1,1,3
LU,Luxembourg,ESRA North-West,GR,Greece,ESRA Mediterranean,188,195,228,274,276,277,291,289,240,209,216,187,199,229,254
LU,Luxembourg,ESRA North-West,HR,Croatia,ESRA East,1,8,30,30,39,44,36,45,41,22,17,12,50,36,58
LU,Luxembourg,ESRA North-West,HU,Hungary,ESRA East,40,24,106,324,326,232,27,15,24,17,17,18,18,15,14
LU,Luxembourg,ESRA North-West,IE,Ireland,ESRA North-West,91,17,30,41,53,44,93,369,265,216,196,16,16,189,318
LU,Luxembourg,ESRA North-West,IT,Italy,ESRA Mediterranean,2307,2249,2297,2388,2464,2482,2336,2233,2055,1944,2146,2038,2167,2278,2354
LU,Luxembourg,ESRA North-West,LT,Lithuania,Other Europe,1,5,9,4,0,2,3,1,3,2,4,3,5,3,6
LU,Luxembourg,ESRA North-West,LU,Luxembourg,ESRA North-West,17,21,24,51,45,29,44,44,32,59,58,69,40,37,53
LU,Luxembourg,ESRA North-West,LV,Latvia,Other Europe,2,3,3,2,2,5,4,6,9,6,3,4,6,5,6
