origin_iso,origin_name,originregion_name,destination_iso,destination_name,destinationregion_name,countryflow_2001,countryflow_2002,countryflow_2003,countryflow_2004,countryflow_2005,countryflow_2006,countryflow_2007,countryflow_2008,countryflow_2009,countryflow_2010,countryflow_2011,countryflow_2012,countryflow_2013,countryflow_2014,countryflow_2015
DK,Denmark,ESRA North-West,CH,Switzerland,ESRA North-West,4464,3753,3557,3767,4059,3140,3274,3454,3160,3264,3399,3110,3166,3333,3119
DK,Denmark,ESRA North-West,CY,Cyprus,ESRA Mediterranean,199,223,205,216,223,235,234,260,197,246,255,215,204,206,159
DK,Denmark,ESRA North-West,CZ,Czechia,ESRA East,1507,1207,1366,1852,1585,1860,1855,1836,1408,1850,1775,1286,1330,1016,1133
DK,Denmark,ESRA North-West,DE,Germany,ESRA North-West,17965,16660,16480,17400,18068,18069,17707,18813,17071,17336,17749,18217,18184,19184,20021
DK,Denmark,ESRA North-West,DK,Denmark,ESRA North-West,51756,50537,48663,48268,45816,43145,43084,45520,43480,46860,47507,33893,33326,34014,34345
DK,Denmark,ESRA North-West,EE,Estonia,Other Europe,958,992,999,996,1046,980,995,1009,987,973,1008,1029,1021,1027,1046
DK,Denmark,ESRA North-West,ES,Spain,ESRA Mediterranean,4849,4760,5362,6272,6198,6169,7100,7108,7099,7859,7522,7251,8008,7971,7969
DK,Denmark,ESRA North-West,FI,Finland,ESRA North-West,4496,5324,5905,5687,6788,5855,5910,6214,5122,4715,5488,5922,4963,4141,3588
DK,Denmark,ESRA North-West,FO,Faroe Islands,ESRA North-West,1051,1087,1175,1181,1253,1513,1337,1360,1244,1210,1200,1043,1019,980,1016
DK,Denmark,ESRA North-West,FR,France,ESRA North-West,7748,7747,6757,8049,8094,7364,7586,7012,6517,7080,7236,7170,6275,6027,6175
DK,Denmark,ESRA North-West,GB,United Kingdom,ESRA North-West,14675,14257,14523,15124,14123,13840,14251,14521,14599,13833,14104,13586,14347,13996,15258
DK,Denmark,ESRA North-West,GE,Georgia,Other Europe,2,2,0,2,5,1,2,7,4,8,3,2,8,4,4
DK,Denmark,ESRA North-West,GI,Gibraltar,Other Europe,3,2,3,7,5,0,3,15,7,9,5,4,6,7,7
DK,Denmark,ESRA North-West,GR,Greece,ESRA Mediterranean,2582,2550,2462,2135,2084,2243,2230,2195,2093,2194,2331,1970,2187,2501,2675
DK,Denmark,ESRA North-West,HR,Croatia,ESRA East,13,25,10,233,150,111,129,204,270,393,464,605,687,727,630
DK,Denmark,ESRA North-West,HU,Hungary,ESRA East,1020,752,838,970,1200,1245,1100,1082,995,869,874,474,599,546,737
DK,Denmark,ESRA North-West,IE,Ireland,ESRA North-West,1392,1075,989,876,911,788,1071,1195,864,940,1012,860,1139,1110,1251
DK,Denmark,ESRA North-West,IT,Italy,ESRA Mediterranean,4041,3741,3950,4440,3868,3910,4160,3992,3888,4709,4156,4336,5062,4800,5275
DK,Denmark,ESRA North-West,LT,Lithuania,Other Europe,1867,1767,1722,1978,2533,2340,1983,2034,1549,2171,1822,1628,1623,1685,1872
DK,Denmark,ESRA North-West,LU,Luxembourg,ESRA North-West,1358,857,845,867,1042,1486,973,912,650,604,606,602,705,1035,977
DK,Denmark,ESRA North-West,LV,Latvia,Other Europe,2136,2077,2071,1386,1301,1343,1510,1717,1386,1266,1330,1465,1432,1431,1506
DK,Denmark,ESRA North-West,MD,Moldova,ESRA East,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1
DK,Denmark,ESRA North-West,MK,Macedonia,ESRA East,60,17,22,36,11,4,2,1,1,1,1,3,7,5,6
DK,Denmark,ESRA North-West,MT,Malta,ESRA Mediterranean,161,138,121,155,175,175,176,139,125,205,227,228,248,243,224
DK,Denmark,ESRA North-West,NL,Netherlands,ESRA North-West,4817,4756,4515,4821,5035,5461,5752,5360,5061,5013,6544,6642,6807,6942,7256
DK,Denmark,ESRA North-West,NO,Norway,ESRA North-West,17100,18884,18304,18135,17510,18749,18567,20603,16105,16180,17143,17631,18389,18758,17893
DK,Denmark,ESRA North-West,PL,Poland,ESRA East,4713,3996,4304,4569,4028,3539,3681,3914,3497,2911,3235,4125,4326,4348,4595
DK,Denmark,ESRA North-West,PT,Portugal,ESRA Mediterranean,1024,981,1035,994,935,974,782,911,1027,1132,982,1092,1218,1125,954
DK,Denmark,ESRA North-West,RO,Romania,ESRA East,198,33,42,322,430,359,324,351,192,184,168,192,181,179,184
DK,Denmark,ESRA North-West,RS,Serbia,ESRA East,151,159,238,309,234,204,269,271,247,407,361,385,387,504,470
DK,Denmark,ESRA North-West,SE,Sweden,ESRA North-West,24168,20588,19808,19692,18051,15177,15799,15168,12319,12324,12294,12383,12088,12462,12768
DK,Denmark,ESRA North-West,SI,Slovenia,ESRA East,147,136,181,164,224,240,229,233,215,196,177,246,210,184,183
DK,Denmark,ESRA North-West,SJ,Svalbard & Jan Mayen,ESRA North-West,0,0,0,0,2,0,1,1,3,0,1,0,2,3,3
DK,Denmark,ESRA North-West,SK,Slovakia,ESRA East,15,20,30,9,122,134,119,31,52,14,18,65,80,15,9
DK,Denmark,ESRA North-West,TR,Turkey,ESRA Mediterranean,1363,1524,1182,1854,2385,2017,1947,2098,2263,2962,3477,3467,3771,3927,4067
DK,Denmark,ESRA North-West,UA,Ukraine,ESRA East,155,114,29,225,76,16,56,156,231,271,535,478,19,25,16
EE,Estonia,Other Europe,AL,Albania,ESRA East,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
EE,Estonia,Other Europe,AM,Armenia,Other Europe,1,2,0,2,0,1,0,6,1,1,0,0,4,0,1
EE,Estonia,Other Europe,AT,Austria,ESRA North-West,280,373,136,41,40,64,161,225,51,50,64,304,72,53,262
EE,Estonia,Other Europe,BA,Bosnia & Herzegovina,ESRA East,0,0,0,0,0,2,1,0,3,0,0,0,0,2,0
EE,Estonia,Other Europe,BE,Belgium,ESRA North-West,4,4,2,56,199,215,288,271,189,130,257,495,453,431,485
EE,Estonia,Other Europe,BG,Bulgaria,ESRA East,1,0,4,1,2,12,48,56,49,47,41,49,76,77,81
EE,Estonia,Other Europe,CH,Switzerland,ESRA North-West,18,23,14,40,37,50,46,46,29,45,54,68,40,32,37
EE,Estonia,Other Europe,CY,Cyprus,ESRA Mediterranean,22,13,0,2,3,13,3,12,11,3,13,12,12,6,17
EE,Estonia,Other Europe,CZ,Czechia,ESRA East,2,2,170,438,521,531,704,671,366,373,359,189,19,16,12
EE,Estonia,Other Europe,DE,Germany,ESRA North-West,401,457,598,1151,1420,1350,1100,1215,647,815,1182,1500,1044,1224,1519
EE,Estonia,Other Europe,DK,Denmark,ESRA North-West,956,991,1004,995,1041,976,1011,1015,995,971,1009,1035,1021,1029,1049
EE,Estonia,Other Europe,EE,Estonia,Other Europe,143,92,20,2,0,3,2,1909,2444,2560,3060,3021,2493,2354,2826
EE,Estonia,Other Europe,ES,Spain,ESRA Mediterranean,37,47,50,56,91,188,236,255,110,87,207,183,192,212,214
EE,Estonia,Other Europe,FI,Finland,ESRA North-West,3502,3577,3357,3475,3489,3594,3550,3363,2767,3002,3263,4404,2920,2833,2720
EE,Estonia,Other Europe,FO,Faroe Islands,ESRA North-West,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
EE,Estonia,Other Europe,FR,France,ESRA North-West,25,19,145,187,163,148,205,140,116,90,144,277,132,171,426
EE,Estonia,Other Europe,GB,United Kingdom,ESRA North-West,310,306,322,486,941,898,872,779,425,446,1065,704,513,514,503
EE,Estonia,Other Europe,GE,Georgia,Other Europe,0,1,0,0,2,2,5,4,1,4,1,111,5,3,3
EE,Estonia,Other Europe,GR,Greece,ESRA Mediterranean,12,17,19,50,80,116,205,164,137,92,73,49,54,81,114
EE,Estonia,Other Europe,HR,Croatia,ESRA East,0,2,5,2,22,53,44,37,21,9,6,7,8,38,51
EE,Estonia,Other Europe,HU,Hungary,ESRA East,2,7,2,3,12,10,11,5,4,4,2,4,5,4,6
EE,Estonia,Other Europe,IE,Ireland,ESRA North-West,21,9,15,27,146,128,106,85,25,28,170,103,72,25,46
EE,Estonia,Other Europe,IT,Italy,ESRA Mediterranean,7,20,38,99,184,217,256,302,86,96,202,224,195,192,274
EE,Estonia,Other Europe,LT,Lithuania,Other Europe,317,343,464,33,0,747,1372,1678,835,985,781,1064,661,999,656
EE,Estonia,Other Europe,LU,Luxembourg,ESRA North-West,0,1,3,6,9,11,15,12,2,0,4,0,2,2,8
EE,Estonia,Other Europe,LV,Latvia,Other Europe,414,445,405,71,0,0,0,1280,2121,2607,2426,2419,1805,1749,1872
EE,Estonia,Other Europe,MD,Moldova,ESRA East,0,1,3,0,2,5,1,2,0,2,2,1,7,1,1
EE,Estonia,Other Europe,MK,Macedonia,ESRA East,1,0,0,1,0,0,4,0,0,1,0,0,0,0,0
EE,Estonia,Other Europe,MT,Malta,ESRA Mediterranean,0,0,2,0,2,2,3,3,0,4,2,1,2,2,7
EE,Estonia,Other Europe,NL,Netherlands,ESRA North-West,11,5,30,160,434,406,648,761,337,81,441,759,718,691,721
EE,Estonia,Other Europe,NO,Norway,ESRA North-West,4,35,73,255,362,579,712,672,558,516,821,1154,952,957,1022
EE,Estonia,Other Europe,PL,Poland,ESRA East,300,320,314,350,339,326,356,293,21,225,314,289,360,620,649
EE,Estonia,Other Europe,PT,Portugal,ESRA Mediterranean,1,0,0,0,13,12,19,37,11,28,14,6,10,74,9
EE,Estonia,Other Europe,RO,Romania,ESRA East,0,0,2,0,4,1,3,2,1,2,2,5,5,2,1
EE,Estonia,Other Europe,RS,Serbia,ESRA East,1,2,7,2,3,7,10,9,4,7,5,3,7,4,10
EE,Estonia,Other Europe,SE,Sweden,ESRA North-West,1777,1527,1267,1232,1506,1412,1816,2103,1851,1882,1836,2418,1879,1551,1856
EE,Estonia,Other Europe,SI,Slovenia,ESRA East,3,0,4,2,4,1,3,2,3,4,4,1,0,5,8
EE,Estonia,Other Europe,SJ,Svalbard & Jan Mayen,ESRA North-West,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EE,Estonia,Other Europe,SK,Slovakia,ESRA East,2,2,3,2,8,4,6,4,4,7,1,4,1,5,2
EE,Estonia,Other Europe,TR,Turkey,ESRA Mediterranean,62,53,25,73,151,189,446,674,533,352,404,392,448,571,701
EE,Estonia,Other Europe,UA,Ukraine,ESRA East,164,166,165,154,157,273,304,259,152,156,204,355,360,273,314
ES,Spain,ESRA Mediterranean,AL,Albania,ESRA East,0,0,1,3,2,1,2,2,9,2,37,17,12,4,3
ES,Spain,ESRA Mediterranean,AM,Armenia,Other Europe,2,0,1,0,0,1,4,3,3,17,18,14,1,14,9
ES,Spain,ESRA Mediterranean,AT,Austria,ESRA North-West,3461,3514,3677,4027,4253,4901,5288,5564,4502,4817,5626,5649,5159,5676,5931
ES,Spain,ESRA Mediterranean,BA,Bosnia & Herzegovina,ESRA East,64,15,4,5,5,6,6,10,5,14,6,12,6,5,9
ES,Spain,ESRA Mediterranean,BE,Belgium,ESRA North-West,16258,13450,14832,15317,15986,16583,16697,16030,14722,16259,17421,16530,17277,19535,20789
ES,Spain,ESRA Mediterranean,BG,Bulgaria,ESRA East,36,101,185,333,554,824,727,934,1037,1162,1068,1015,1037,1068,1050
ES,Spain,ESRA Mediterranean,CH,Switzerland,ESRA North-West,13886,14533,13234,13482,14042,15031,15216,13567,12283,13769,17254,17892,17140,17162,17750
ES,Spain,ESRA Mediterranean,CY,Cyprus,ESRA Mediterranean,30,28,31,47,59,45,46,39,42,78,171,146,98,71,65
ES,Spain,ESRA Mediterranean,CZ,Czechia,ESRA East,1840,1929,2225,2468,2615,2743,3387,3910,3396,3296,3329,2692,2628,2509,2736
ES,Spain,ESRA Mediterranean,DE,Germany,ESRA North-West,71188,67924,73228,76024,78627,78719,84157,81995,73808,76391,77362,75488,78592,83112,83117
ES,Spain,ESRA Mediterranean,DK,Denmark,ESRA North-West,4797,4720,5320,6236,6186,6164,7061,7043,7095,7845,7493,7234,7954,7908,7920
ES,Spain,ESRA Mediterranean,EE,Estonia,Other Europe,36,46,53,56,91,190,231,258,99,84,204,194,190,209,211
ES,Spain,ESRA Mediterranean,ES,Spain,ESRA Mediterranean,463888,450619,470875,493544,535396,562307,595627,566688,500337,485143,467878,393510,331553,337705,348014
ES,Spain,ESRA Mediterranean,FI,Finland,ESRA North-West,1889,1898,2041,2179,2258,2472,3116,2857,2707,2555,3256,3383,4253,4502,4085
ES,Spain,ESRA Mediterranean,FO,Faroe Islands,ESRA North-West,0,0,0,0,0,0,0,0,0,0,0,12,14,23,36
ES,Spain,ESRA Mediterranean,FR,France,ESRA North-West,44710,43518,43086,45295,48591,50529,55965,57073,50304,49832,55317,54076,49476,50608,54570
ES,Spain,ESRA Mediterranean,GB,United Kingdom,ESRA North-West,85134,90959,104798,110988,118783,120521,124078,120067,105188,97504,105923,103121,108369,113193,114391
ES,Spain,ESRA Mediterranean,GE,Georgia,Other Europe,1,0,16,0,0,4,5,1,4,3,3,3,4,5,9
ES,Spain,ESRA Mediterranean,GI,Gibraltar,Other Europe,0,1,0,0,1,17,616,238,510,199,129,77,94,85,98
ES,Spain,ESRA Mediterranean,GR,Greece,ESRA Mediterranean,1458,1438,1476,1546,1651,1932,2282,2201,2304,2495,2510,1854,1432,1610,1933
ES,Spain,ESRA Mediterranean,HR,Croatia,ESRA East,53,49,99,135,227,289,403,531,503,779,743,713,648,722,926
ES,Spain,ESRA Mediterranean,HU,Hungary,ESRA East,522,586,735,905,1129,1211,1506,1462,1395,1333,1264,1491,1044,1247,1655
ES,Spain,ESRA Mediterranean,IE,Ireland,ESRA North-West,5926,6780,7884,8643,9091,10082,12029,11544,9953,8862,9733,9503,10033,10072,10615
ES,Spain,ESRA Mediterranean,IT,Italy,ESRA Mediterranean,29219,29736,31812,35939,39358,42695,50610,46324,43574,48045,50458,44149,37558,39399,42742
ES,Spain,ESRA Mediterranean,LT,Lithuania,Other Europe,67,66,66,116,139,98,211,356,126,188,331,446,517,549,727
ES,Spain,ESRA Mediterranean,LU,Luxembourg,ESRA North-West,1947,2425,2933,2624,2109,2220,2131,2093,1839,1756,1905,1873,1975,2001,1889
ES,Spain,ESRA Mediterranean,LV,Latvia,Other Europe,39,50,43,34,135,177,258,268,305,444,480,388,399,428,383
ES,Spain,ESRA Mediterranean,MD,Moldova,ESRA East,1,3,0,2,0,0,2,1,2,3,1,8,11,58,127
ES,Spain,ESRA Mediterranean,MK,Macedonia,ESRA East,136,57,57,3,5,6,7,19,12,24,17,16,10,3,56
ES,Spain,ESRA Mediterranean,MT,Malta,ESRA Mediterranean,100,164,188,224,216,232,336,617,542,851,746,686,647,482,575
ES,Spain,ESRA Mediterranean,NL,Netherlands,ESRA North-West,14609,14885,15669,15488,15651,17652,19353,18463,16076,17352,20332,19483,18829,19979,21034
ES,Spain,ESRA Mediterranean,NO,Norway,ESRA North-West,3366,3693,4140,4524,4784,5434,6144,6936,5573,6655,7252,7746,9988,9360,8504
ES,Spain,ESRA Mediterranean,PL,Poland,ESRA East,776,921,938,1114,1501,1913,2418,2832,2786,3363,4098,3954,3950,4447,5374
ES,Spain,ESRA Mediterranean,PT,Portugal,ESRA Mediterranean,16346,16437,17081,18987,20553,22240,24766,23926,21691,22715,22587,21433,20117,20290,21352
ES,Spain,ESRA Mediterranean,RO,Romania,ESRA East,180,288,435,472,776,1380,2952,4059,4251,4362,4595,3837,3731,3779,4045
ES,Spain,ESRA Mediterranean,RS,Serbia,ESRA East,30,26,38,37,75,95,90,86,81,289,300,115,129,204,230
ES,Spain,ESRA Mediterranean,SE,Sweden,ESRA North-West,5942,5824,4913,5142,5316,5912,6483,6747,5092,6192,7335,7785,8969,8880,8825
ES,Spain,ESRA Mediterranean,SI,Slovenia,ESRA East,108,87,98,33,60,122,152,191,174,234,221,137,95,75,46
ES,Spain,ESRA Mediterranean,SK,Slovakia,ESRA East,262,194,127,186,258,331,355,391,381,544,728,452,378,350,507
ES,Spain,ESRA Mediterranean,TR,Turkey,ESRA Mediterranean,1005,880,958,1133,1332,1524,1869,2212,2606,3169,3451,3507,3710,4699,5077
ES,Spain,ESRA Mediterranean,UA,Ukraine,ESRA East,220,233,320,352,388,504,529,526,482,502,827,974,1163,931,593
FI,Finland,ESRA North-West,AL,Albania,ESRA East,8,0,0,0,0,1,0,0,0,0,0,0,0,1,6
FI,Finland,ESRA North-West,AM,Armenia,Other Europe,0,0,1,2,1,3,1,2,0,1,0,1,0,2,1
FI,Finland,ESRA North-West,AT,Austria,ESRA North-West,1126,1052,1123,1179,1156,1198,1268,1501,1350,1418,1433,859,825,873,854
FI,Finland,ESRA North-West,BA,Bosnia & Herzegovina,ESRA East,0,1,0,5,6,1,1,0,0,2,0,1,0,0,0
FI,Finland,ESRA North-West,BE,Belgium,ESRA North-West,1664,1828,2247,2215,1817,1904,1972,1812,1626,1624,1941,1348,1263,1377,1497
FI,Finland,ESRA North-West,BG,Bulgaria,ESRA East,115,194,247,291,427,455,358,295,182,173,170,113,169,128,122
FI,Finland,ESRA North-West,CH,Switzerland,ESRA North-West,1125,804,888,1163,834,1322,1597,1941,1725,1728,2164,1632,1594,1756,2074
FI,Finland,ESRA North-West,CY,Cyprus,ESRA Mediterranean,219,250,181,210,194,199,126,171,164,164,166,160,156,115,106
FI,Finland,ESRA North-West,CZ,Czechia,ESRA East,546,608,594,621,666,659,597,645,651,629,702,745,870,900,964
FI,Finland,ESRA North-West,DE,Germany,ESRA North-West,7310,6584,7127,8929,8420,8733,9913,9756,8746,8503,9729,8698,8215,8190,7997
FI,Finland,ESRA North-West,DK,Denmark,ESRA North-West,4809,5532,5817,5630,6721,5817,5853,6162,5042,4697,5469,5937,5002,4142,3610
FI,Finland,ESRA North-West,EE,Estonia,Other Europe,3505,3537,3345,3472,3479,3590,3568,3393,2765,3047,3277,4430,2935,2844,2728
FI,Finland,ESRA North-West,ES,Spain,ESRA Mediterranean,1876,1869,2022,2176,2269,2469,3097,2850,2690,2545,3232,3366,4213,4460,4090
FI,Finland,ESRA North-West,FI,Finland,ESRA North-West,77477,70495,69516,70117,70548,72652,66237,65936,64302,60638,65022,53946,47983,46326,44455
FI,Finland,ESRA North-West,FO,Faroe Islands,ESRA North-West,0,0,0,0,1,0,0,0,5,9,6,3,0,1,3
FI,Finland,ESRA North-West,FR,France,ESRA North-West,2147,1912,1737,1726,1757,1947,2209,2399,2473,2711,2820,2414,2555,2480,2524
FI,Finland,ESRA North-West,GB,United Kingdom,ESRA North-West,3403,2585,3321,3658,3510,4341,4397,4367,4294,4551,4679,4072,4155,4514,4667
FI,Finland,ESRA North-West,GE,Georgia,Other Europe,0,0,0,1,2,2,1,3,2,2,1,0,3,3,2
FI,Finland,ESRA North-West,GI,Gibraltar,Other Europe,0,0,1,3,3,2,2,0,2,3,0,0,0,0,0
FI,Finland,ESRA North-West,GR,Greece,ESRA Mediterranean,746,757,762,752,726,871,964,905,927,918,1082,1080,1091,1103,1175
FI,Finland,ESRA North-West,HR,Croatia,ESRA East,4,10,22,45,53,48,35,46,104,135,219,292,395,343,404
FI,Finland,ESRA North-West,HU,Hungary,ESRA East,1034,753,713,783,826,869,920,844,888,989,1031,856,915,835,869
FI,Finland,ESRA North-West,IE,Ireland,ESRA North-West,58,303,275,195,201,225,445,316,179,77,83,108,139,78,297
FI,Finland,ESRA North-West,IT,Italy,ESRA Mediterranean,518,810,1043,1158,1279,1426,1838,2258,1956,1894,2119,2064,1877,1994,2038
FI,Finland,ESRA North-West,LT,Lithuania,Other Europe,647,648,622,829,1275,1383,1231,1309,669,798,859,877,827,765,789
FI,Finland,ESRA North-West,LU,Luxembourg,ESRA North-West,11,17,14,52,72,63,62,68,41,7,2,11,9,14,13
FI,Finland,ESRA North-West,LV,Latvia,Other Europe,1016,1159,1181,1602,1685,1805,1915,2816,3294,4040,4560,3689,3193,2776,2631
FI,Finland,ESRA North-West,MD,Moldova,ESRA East,1,0,1,2,1,2,1,2,1,4,0,2,0,2,3
FI,Finland,ESRA North-West,MK,Macedonia,ESRA East,9,1,0,2,4,0,0,0,1,1,12,11,0,0,0
FI,Finland,ESRA North-West,MT,Malta,ESRA Mediterranean,31,11,23,38,55,66,70,62,38,45,35,10,7,2,57
FI,Finland,ESRA North-West,NL,Netherlands,ESRA North-West,2075,1780,1783,1966,1980,2122,2201,2225,2195,2143,2457,1908,1854,1888,1899
FI,Finland,ESRA North-West,NO,Norway,ESRA North-West,1928,1873,2282,2207,1936,2099,2377,2516,2405,2422,2710,2302,2441,2439,2235
FI,Finland,ESRA North-West,PL,Poland,ESRA East,752,753,754,777,740,1310,1534,1852,1425,1481,1904,1797,1630,1301,1434
FI,Finland,ESRA North-West,PT,Portugal,ESRA Mediterranean,214,217,246,248,254,277,345,367,522,602,587,439,469,458,403
FI,Finland,ESRA North-West,RO,Romania,ESRA East,8,6,3,32,55,26,159,254,348,334,317,6,3,10,13
FI,Finland,ESRA North-West,RS,Serbia,ESRA East,53,63,59,61,55,82,85,69,32,18,7,9,11,10,3
FI,Finland,ESRA North-West,SE,Sweden,ESRA North-West,18824,17383,16905,17782,16373,15107,13515,13411,11843,12617,14206,14595,14820,14792,14564
FI,Finland,ESRA North-West,SI,Slovenia,ESRA East,3,7,6,15,11,7,143,164,121,120,132,121,143,122,131
FI,Finland,ESRA North-West,SJ,Svalbard & Jan Mayen,ESRA North-West,0,0,1,2,0,1,0,0,0,1,1,2,1,1,1
FI,Finland,ESRA North-West,SK,Slovakia,ESRA East,3,1,10,15,2,11,3,6,10,8,13,33,16,9,15
FI,Finland,ESRA North-West,TR,Turkey,ESRA Mediterranean,289,390,299,368,415,436,524,640,967,1143,1274,1474,1654,1893,2015
FI,Finland,ESRA North-West,UA,Ukraine,ESRA East,68,167,186,177,143,207,277,377,361,302,339,290,375,286,292
FO,Faroe Islands,ESRA North-West,AT,Austria,ESRA North-West,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0
FO,Faroe Islands,ESRA North-West,BE,Belgium,ESRA North-West,4,2,2,2,2,2,1,2,3,3,2,1,2,1,3
FO,Faroe Islands,ESRA North-West,BG,Bulgaria,ESRA East,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FO,Faroe Islands,ESRA North-West,CH,Switzerland,ESRA North-West,1,0,0,0,1,1,0,0,0,0,0,1,0,2,2
FO,Faroe Islands,ESRA North-West,DE,Germany,ESRA North-West,0,6,7,0,4,1,1,4,2,2,1,10,13,5,4
FO,Faroe Islands,ESRA North-West,DK,Denmark,ESRA North-West,1047,1073,1161,1155,1239,1511,1348,1388,1252,1206,1202,1052,1024,991,1019
FO,Faroe Islands,ESRA North-West,EE,Estonia,Other Europe,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
FO,Faroe Islands,ESRA North-West,ES,Spain,ESRA Mediterranean,1,0,0,0,0,0,0,0,0,2,0,11,13,23,37
FO,Faroe Islands,ESRA North-West,FI,Finland,ESRA North-West,0,0,0,1,1,0,0,0,4,8,7,4,0,2,2
FO,Faroe Islands,ESRA North-West,FO,Faroe Islands,ESRA North-West,0,1,1,1,1,0,0,0,3,0,1,2,2,3,2
FO,Faroe Islands,ESRA North-West,FR,France,ESRA North-West,1,0,0,3,3,2,2,1,4,0,6,1,3,3,8
FO,Faroe Islands,ESRA North-West,GB,United Kingdom,ESRA North-West,182,156,199,123,146,124,159,163,68,77,74,66,65,58,106
FO,Faroe Islands,ESRA North-West,HR,Croatia,ESRA East,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FO,Faroe Islands,ESRA North-West,HU,Hungary,ESRA East,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
FO,Faroe Islands,ESRA North-West,IE,Ireland,ESRA North-West,0,0,1,9,8,2,3,2,5,2,8,5,4,3,0
FO,Faroe Islands,ESRA North-West,IT,Italy,ESRA Mediterranean,0,0,0,0,0,0,1,0,0,0,1,0,10,8,6
FO,Faroe Islands,ESRA North-West,LT,Lithuania,Other Europe,0,1,2,0,0,1,1,0,1,0,4,0,0,0,0
FO,Faroe Islands,ESRA North-West,LU,Luxembourg,ESRA North-West,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0
FO,Faroe Islands,ESRA North-West,LV,Latvia,Other Europe,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FO,Faroe Islands,ESRA North-West,MD,Moldova,ESRA East,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FO,Faroe Islands,ESRA North-West,NL,Netherlands,ESRA North-West,1,0,1,1,2,0,1,0,3,0,1,0,0,0,0
FO,Faroe Islands,ESRA North-West,NO,Norway,ESRA North-West,54,42,46,90,103,202,77,51,63,158,71,180,135,185,186
FO,Faroe Islands,ESRA North-West,PL,Poland,ESRA East,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
FO,Faroe Islands,ESRA North-West,RO,Romania,ESRA East,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
FO,Faroe Islands,ESRA North-West,RS,Serbia,ESRA East,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
FO,Faroe Islands,ESRA North-West,SE,Sweden,ESRA North-West,3,3,2,6,7,7,6,4,1,8,0,7,4,7,1
FO,Faroe Islands,ESRA North-West,SI,Slovenia,ESRA East,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FR,France,ESRA North-West,AL,Albania,ESRA East,15,10,17,14,18,14,17,13,31,24,60,28,34,43,249
FR,France,ESRA North-West,AM,Armenia,Other Europe,109,108,147,133,143,224,276,288,275,267,330,290,179,278,183
FR,France,ESRA North-West,AT,Austria,ESRA North-West,7054,6961,6945,6856,8644,8494,8947,9036,7574,7664,7554,7601,6684,6601,6654
FR,France,ESRA North-West,BA,Bosnia & Herzegovina,ESRA East,136,51,23,24,26,23,33,40,40,36,31,36,85,142,144
FR,France,ESRA North-West,BE,Belgium,ESRA North-West,19502,14562,14691,13823,14288,14765,15731,16307,15301,15302,15678,15555,15385,16096,16136
FR,France,ESRA North-West,BG,Bulgaria,ESRA East,631,649,708,812,933,1086,1139,1156,1307,1328,1283,1261,974,953,1004
FR,France,ESRA North-West,CH,Switzerland,ESRA North-West,35590,31947,28593,27773,26599,27242,28947,28372,27372,27732,28389,28430,27146,26788,25892
FR,France,ESRA North-West,CY,Cyprus,ESRA Mediterranean,419,438,500,607,653,634,533,490,435,469,533,521,410,523,487
FR,France,ESRA North-West,CZ,Czechia,ESRA East,3031,3305,3509,4360,4675,5199,5446,6036,5771,5830,6540,5787,5208,4632,4724
FR,France,ESRA North-West,DE,Germany,ESRA North-West,69863,68656,65494,68405,68436,75194,74797,73850,65899,63534,67394,65240,61579,58496,57643
FR,France,ESRA North-West,DK,Denmark,ESRA North-West,7755,7719,6742,8031,8034,7360,7422,6821,6349,6843,6998,7114,6286,6063,6181
FR,France,ESRA North-West,EE,Estonia,Other Europe,23,19,144,187,158,132,167,140,87,87,138,264,127,159,422
FR,France,ESRA North-West,ES,Spain,ESRA Mediterranean,45129,43705,43292,45345,48646,50574,56096,57206,49939,49711,55136,53927,49497,50557,54435
FR,France,ESRA North-West,FI,Finland,ESRA North-West,2167,1899,1745,1718,1748,1950,2214,2388,2475,2686,2815,2418,2546,2473,2497
FR,France,ESRA North-West,FO,Faroe Islands,ESRA North-West,0,0,1,1,4,0,1,0,3,1,5,0,0,4,5
FR,France,ESRA North-West,FR,France,ESRA North-West,526606,501448,462899,430993,431134,432699,425658,421475,407575,397968,415885,414419,401388,375746,371757
FR,France,ESRA North-West,GB,United Kingdom,ESRA North-West,75288,79966,81363,82167,81466,83851,84819,80683,72699,65657,70088,68643,66456,67458,66889
FR,France,ESRA North-West,GE,Georgia,Other Europe,84,122,114,158,188,167,126,140,144,155,111,75,68,77,54
